ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;DTR;Leaf_rust;Fusarium;Powdery_mildew;Septoria;Sedimentation;Falling_number;Crude_protein;Kernel_number_bio
NA;4;84;BRISONR_221;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;58.6;17.98109468;NA;NA;23.86666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;84;BRISONR_222;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;64.8;31.17617615;NA;NA;33.63333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;86;BRISONR_222;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;58.2;25.15909112;NA;NA;34.7;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;88;BRISONR_223;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;58.6;17.81452853;NA;NA;36.73333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;90;BRISONR_223;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;52.6;18.20142891;NA;NA;28.63333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;2;94;BRISONR_224;2018;GGE;1;HN_WF_DD;B1;299;NA;134;NA;63;40.21562985;NA;NA;39.66666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;95;BRISONR_224;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;53.4;18.47883337;NA;NA;33.06666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;89;BRISONR_225;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;59;27.4723291;NA;NA;32.03333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;85;BRISONR_225;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;56.8;21.42864055;NA;NA;34.2;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;99;BRISONR_226;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;56;25.15039017;NA;NA;33.6;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;81;BRISONR_226;2018;GGE;1;HN_WF_DD;B2;299;NA;135;NA;62.6;33.49094699;NA;NA;30.1;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;1;88;BRISONR_227;2018;GGE;1;HN_WF_DD;B1;299;NA;136;NA;68.6;45.45146725;NA;NA;35.13333333;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;4;82;BRISONR_227;2018;GGE;1;HN_WF_DD;B2;299;NA;136;NA;51.8;20.4010197;NA;NA;34.16666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;3;97;BRISONR_228;2018;GGE;1;HN_WF_DD;B1;299;NA;135;NA;64.8;29.13013049;NA;NA;39.16666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
NA;5;93;BRISONR_228;2018;GGE;1;HN_WF_DD;B2;299;NA;134;NA;64.6;17.6643251;NA;NA;38.86666667;NA;NA;1;NA;NA;NA;#VALUE!;#VALUE!;NA;NA;NA;NA
