ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Sorte;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Septoria;DTR;Leaf_rust;Fusarium;Sedimentation;Falling_number;Crude_protein;Kernel_number_bio;StrawYield_dt/ha;Spikes_per_ear
NA;4;34;BRISONR_102;2017;RHH;1;Urban;HN_NF;B1;291;NA;152;NA;85;69;842.27;1772.11;37.89;43.42;602.54;5;NA;NA;4;5;3;NA;NA;NA;NA;74.57;32.19
NA;1;70;BRISONR_102;2017;RHH;1;Urban;HN_NF;B2;291;NA;NA;NA;NA;75.36;731.38;1512.25;39.32;42.32;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.25;31.35
NA;3;26;BRISONR_104;2017;RHH;1;Flair;HN_NF;B1;291;NA;151;NA;85;60.18;686.77;1463.27;33.17;34.21;551.26;4;NA;NA;3;5;3;NA;NA;NA;NA;60.51;36.42
NA;3;68;BRISONR_104;2017;RHH;1;Flair;HN_NF;B2;291;NA;NA;NA;NA;64.94;733.05;1501.73;33.47;36.44;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.36;39.23
NA;5;30;BRISONR_110;2017;RHH;1;Tabor;HN_NF;B1;291;NA;153;NA;88;61.76;753.18;1639.42;35.81;39.19;525.62;6;NA;NA;3;6;2;NA;NA;NA;NA;70.77;36.56
NA;5;69;BRISONR_110;2017;RHH;1;Tabor;HN_NF;B2;291;NA;NA;NA;NA;62.97;695.87;1555.58;37.69;36.45;679.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.48;28.09
NA;1;32;BRISONR_114;2017;RHH;1;Progreß;HN_NF;B1;291;NA;152;NA;97;64.55;688.18;1491.35;39.11;23.6;499.98;3;NA;NA;4;4;3;NA;NA;NA;NA;65.54;58.33
NA;2;71;BRISONR_114;2017;RHH;1;Progreß;HN_NF;B2;291;NA;NA;NA;NA;61.37;690.49;1528.53;36.5;41.4;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.57;28.28
NA;3;27;BRISONR_118;2017;RHH;1;Drifter;HN_NF;B1;291;NA;150;NA;87;61.95;704.33;1462.89;37.17;38.85;525.62;7;NA;NA;6;7;6;NA;NA;NA;NA;58.04;34.49
NA;4;66;BRISONR_118;2017;RHH;1;Drifter;HN_NF;B2;291;NA;NA;NA;NA;59.48;691.64;1509.68;36.18;39.9;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.18;33.8
NA;1;29;BRISONR_121;2017;RHH;1;Sperber;HN_NF;B1;291;NA;151;NA;98;77.44;798.43;1545.32;40.03;43.16;499.98;7;NA;NA;3;6;4;NA;NA;NA;NA;59.41;37
NA;1;68;BRISONR_121;2017;RHH;1;Sperber;HN_NF;B2;291;NA;NA;NA;NA;79;751.89;1549.04;37.07;42.59;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.88;35.31
NA;3;29;BRISONR_124;2017;RHH;1;Obelisk;HN_NF;B1;291;NA;151;NA;85;61.31;960.35;1945.69;34.73;38.2;756.38;6;NA;NA;5;6;4;NA;NA;NA;NA;77.05;33.24
NA;4;69;BRISONR_124;2017;RHH;1;Obelisk;HN_NF;B2;291;NA;NA;NA;NA;67.42;865.61;1737.62;36.09;40;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67.33;33.1
NA;4;32;BRISONR_126;2017;RHH;1;Disponent;HN_NF;B1;291;NA;150;NA;86;58.26;772.79;1811.85;31.59;32.99;653.82;6;NA;NA;3;7;4;NA;NA;NA;NA;82.97;35.82
NA;4;62;BRISONR_126;2017;RHH;1;Disponent;HN_NF;B2;291;NA;NA;NA;NA;61.18;1072.39;2367.47;33.68;39.59;820.48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;102.71;33.02
NA;4;30;BRISONR_131;2017;RHH;1;Rektor;HN_NF;B1;291;NA;151;NA;90;59.09;769.84;1753.01;39.56;39.95;692.28;7;NA;NA;3;7;3;NA;NA;NA;NA;77.91;27.83
NA;3;63;BRISONR_131;2017;RHH;1;Rektor;HN_NF;B2;291;NA;NA;NA;NA;61.99;750.87;1707.88;39.34;41.3;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75.01;30.83
NA;3;28;BRISONR_134;2017;RHH;1;Alidos;HN_NF;B1;291;NA;150;NA;86;70.09;933.04;1739.03;41.47;43.66;576.9;7;NA;NA;5;7;4;NA;NA;NA;NA;63.98;37.04
NA;5;63;BRISONR_134;2017;RHH;1;Alidos;HN_NF;B2;291;NA;NA;NA;NA;71.84;915.73;1868.9;43.27;44.95;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75.15;37.83
NA;5;34;BRISONR_135;2017;RHH;1;Monopol;HN_NF;B1;291;NA;151;NA;93;59.51;571.13;1677.5;40.87;39.88;435.88;5;NA;NA;3;5;3;NA;NA;NA;NA;63.66;32.85
NA;2;64;BRISONR_135;2017;RHH;1;Monopol;HN_NF;B2;291;NA;NA;NA;NA;64.12;685.61;1563.4;40.37;40.3;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.79;33.18
NA;4;27;BRISONR_138;2017;RHH;1;Bussard;HN_NF;B1;291;NA;151;NA;93;62.34;769.2;1598.91;37.43;35.17;615.36;7;NA;NA;4;4;3;NA;NA;NA;NA;64.74;35.54
NA;5;62;BRISONR_138;2017;RHH;1;Bussard;HN_NF;B2;291;NA;NA;NA;NA;66.8;792.02;1667.5;39.37;36;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.05;36.51
NA;2;27;BRISONR_143;2017;RHH;1;Batis;HN_NF;B1;291;NA;150;NA;95;79.05;835.74;1750.7;41.88;43.17;641;5;NA;NA;2;5;3;NA;NA;NA;NA;73.1;30.2
NA;3;64;BRISONR_143;2017;RHH;1;Batis;HN_NF;B2;291;NA;NA;NA;NA;74.72;895.22;1855.7;42.38;44.28;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75.95;31.54
NA;4;29;BRISONR_145;2017;RHH;1;Akteur;HN_NF;B1;291;NA;151;NA;88;61.06;907.02;1916.85;39.09;41.28;641;5;NA;NA;4;5;4;NA;NA;NA;NA;78.21;34.28
NA;2;63;BRISONR_145;2017;RHH;1;Akteur;HN_NF;B2;291;NA;NA;NA;NA;64.8;890.99;1888;41.56;55.91;666.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;79.95;23.9
NA;1;34;BRISONR_150;2017;RHH;1;Diplomat;HN_NF;B1;291;NA;151;NA;95;63.49;782.28;1842.49;44.17;42.08;717.92;7;NA;NA;4;7;3;NA;NA;NA;NA;84.61;25.89
NA;4;63;BRISONR_150;2017;RHH;1;Diplomat;HN_NF;B2;291;NA;NA;NA;NA;56.29;661.51;1656.34;37.81;37.8;628.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.47;27.86
NA;2;33;BRISONR_153;2017;RHH;1;Kormoran;HN_NF;B1;291;NA;151;NA;86;75.92;844.33;1652.24;40.23;40.53;602.54;3;NA;NA;3;4;3;NA;NA;NA;NA;62.77;34.57
NA;3;71;BRISONR_153;2017;RHH;1;Kormoran;HN_NF;B2;291;NA;NA;NA;NA;82.26;846.12;1777.49;42.13;42.2;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;75.88;34
NA;3;30;BRISONR_158;2017;RHH;1;Carimulti;HN_NF;B1;291;NA;153;NA;98;60.57;754.84;1789.8;35.27;35.82;756.38;4;NA;NA;3;4;3;NA;NA;NA;NA;85.37;27.86
NA;2;70;BRISONR_158;2017;RHH;1;Carimulti;HN_NF;B2;291;NA;NA;NA;NA;61.73;700.74;1635.06;35.06;37.59;615.36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77.28;30.29
NA;5;27;BRISONR_160;2017;RHH;1;Vuka;HN_NF;B1;291;NA;153;NA;103;71.47;886.63;1975.05;39.79;43.17;641;6;NA;NA;4;6;3;NA;NA;NA;NA;87.73;32.04
NA;5;67;BRISONR_160;2017;RHH;1;Vuka;HN_NF;B2;291;NA;NA;NA;NA;67.37;671;1465.84;39.82;43.29;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.84;30.23
NA;2;34;BRISONR_162;2017;RHH;1;Apollo;HN_NF;B1;291;NA;152;NA;91;64.51;740.61;1534.43;40.46;43.57;474.34;3;NA;NA;2;3;3;NA;NA;NA;NA;60.07;35.84
NA;1;66;BRISONR_162;2017;RHH;1;Apollo;HN_NF;B2;291;NA;NA;NA;NA;70.06;1006.11;2220.55;38.38;39.22;794.84;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95.62;32.27
NA;2;35;BRISONR_164;2017;RHH;1;Kanzler;HN_NF;B1;291;NA;151;NA;97;57.11;539.08;1227.52;36.57;35.79;435.88;7;NA;NA;4;7;4;NA;NA;NA;NA;52.36;34.56
NA;1;63;BRISONR_164;2017;RHH;1;Kanzler;HN_NF;B2;291;NA;NA;NA;NA;67.67;1032.14;2149.53;35.04;41.89;666.64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87.8;36.96
NA;5;31;BRISONR_166;2017;RHH;1;Caribo;HN_NF;B1;291;NA;151;NA;102;72.16;894.2;2035.56;40.82;42.45;756.38;6;NA;NA;3;6;2;NA;NA;NA;NA;94.53;27.85
NA;4;65;BRISONR_166;2017;RHH;1;Caribo;HN_NF;B2;291;NA;NA;NA;NA;68.04;783.05;1883.9;41.19;42.12;628.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.64;29.59
NA;1;28;BRISONR_167;2017;RHH;1;Spontan;HN_NF;B1;291;NA;149;NA;83;76.62;775.1;1454.17;39.92;41.02;564.08;3;NA;NA;5;4;3;NA;NA;NA;NA;52.83;33.5
NA;1;67;BRISONR_167;2017;RHH;1;Spontan;HN_NF;B2;291;NA;NA;NA;NA;74.81;882.91;1738.14;37.04;41.21;641;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68.72;33.42
NA;5;35;BRISONR_169;2017;RHH;1;Ares;HN_NF;B1;291;NA;151;NA;94;69.76;970.86;1946.85;39.14;40.96;679.46;6;NA;NA;3;6;4;NA;NA;NA;NA;75.63;34.89
NA;4;64;BRISONR_169;2017;RHH;1;Ares;HN_NF;B2;291;NA;NA;NA;NA;66.36;737.15;1562.12;37.43;40.24;487.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.33;37.61
NA;2;32;BRISONR_188;2017;RHH;1;Cardos;HN_NF;B1;291;NA;151;NA;76;64.31;668.82;1379.56;39.07;39.82;474.34;3;NA;NA;3;4;4;NA;NA;NA;NA;53.09;35.41
NA;5;64;BRISONR_188;2017;RHH;1;Cardos;HN_NF;B2;291;NA;NA;NA;NA;60.06;939.45;1776.98;37.28;43.13;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.75;38.61
NA;4;26;BRISONR_20;2017;RHH;1;Kronjuwel;HN_NF;B1;291;NA;152;NA;76;60.57;765.48;1644.55;33.14;34.67;666.64;6;NA;NA;3;4;4;NA;NA;NA;NA;69.09;33.12
NA;1;71;BRISONR_20;2017;RHH;1;Kronjuwel;HN_NF;B2;291;NA;NA;NA;NA;65.74;802.28;1683.52;34.23;39.48;743.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.79;27.33
NA;5;33;BRISONR_207;2017;RHH;1;Kontrast;HN_NF;B1;291;NA;149;NA;89;73.63;1066.62;2170.43;35.36;37.99;743.56;5;NA;NA;3;5;4;NA;NA;NA;NA;86.71;37.76
NA;4;67;BRISONR_207;2017;RHH;1;Kontrast;HN_NF;B2;291;NA;NA;NA;NA;72.83;864.45;1783.52;37.3;39.5;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.15;37.93
NA;3;33;BRISONR_213;2017;RHH;1;Pegassos;HN_NF;B1;291;NA;151;NA;87;71.21;884.71;1893.9;39.63;39.84;794.84;7;NA;NA;3;5;3;NA;NA;NA;NA;78.42;27.94
NA;5;65;BRISONR_213;2017;RHH;1;Pegassos;HN_NF;B2;291;NA;NA;NA;NA;74.27;898.81;1816.98;40.68;42.29;705.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.68;30.15
NA;2;30;BRISONR_221;2017;RHH;1;Julius;HN_NF;B1;291;NA;152;NA;87;69.41;678.56;1349.95;39.88;43.35;499.98;3;NA;NA;4;3;4;NA;NA;NA;NA;51.46;31.31
NA;3;66;BRISONR_221;2017;RHH;1;Julius;HN_NF;B2;291;NA;NA;NA;NA;68.27;874.2;1783.26;39.67;40.4;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71.19;33.1
NA;1;27;BRISONR_222;2017;RHH;1;Reform;HN_NF;B1;291;NA;152;NA;76;80.94;976.5;1808.52;38.61;40.45;653.82;4;NA;NA;5;3;4;NA;NA;NA;NA;64.41;36.92
NA;2;65;BRISONR_222;2017;RHH;1;Reform;HN_NF;B2;291;NA;NA;NA;NA;77.91;955.86;1749.55;39.94;42.2;564.08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.04;40.16
NA;2;29;BRISONR_223;2017;RHH;1;Benchmark;HN_NF;B1;291;NA;151;NA;85;75.33;923.3;1776.21;35.74;37.18;589.72;3;NA;NA;5;3;4;NA;NA;NA;NA;66.37;42.11
NA;5;70;BRISONR_223;2017;RHH;1;Benchmark;HN_NF;B2;291;NA;NA;NA;NA;75.08;754.97;1533.27;35.5;36.97;474.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.92;43.05
NA;5;26;BRISONR_224;2017;RHH;1;Barranco;HN_NF;B1;291;NA;150;NA;78;72.73;961.63;1885.69;41.14;43.48;525.62;4;NA;NA;3;4;1;NA;NA;NA;NA;72.86;42.07
NA;3;70;BRISONR_224;2017;RHH;1;Barranco;HN_NF;B2;291;NA;NA;NA;NA;72.74;961.37;1828.9;43.39;45.07;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.95;42.67
NA;4;35;BRISONR_225;2017;RHH;1;Nordkap;HN_NF;B1;291;NA;151;NA;81;71.14;887.02;1729.29;37.61;40.97;525.62;4;NA;NA;4;5;4;NA;NA;NA;NA;65.34;41.2
NA;3;69;BRISONR_225;2017;RHH;1;Nordkap;HN_NF;B2;291;NA;NA;NA;NA;74.92;821.89;1628.65;41.06;41.15;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62.23;39.95
NA;3;32;BRISONR_226;2017;RHH;1;Porthus;HN_NF;B1;291;NA;150;NA;82;78.05;788.69;1439.81;37.54;37.04;576.9;6;NA;NA;4;6;4;NA;NA;NA;NA;49.1;36.91
NA;3;67;BRISONR_226;2017;RHH;1;Porthus;HN_NF;B2;291;NA;NA;NA;NA;78.46;861.76;1642.37;35.84;37.43;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.32;39.91
NA;1;26;BRISONR_227;2017;RHH;1;Sheriff;HN_NF;B1;291;NA;151;NA;86;79.31;1111.24;1989.41;35.57;41.47;743.56;2;NA;NA;4;3;3;NA;NA;NA;NA;67.32;36.03
NA;1;65;BRISONR_227;2017;RHH;1;Sheriff;HN_NF;B2;291;NA;NA;NA;NA;76.01;935.35;1671.47;31.7;37.19;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.96;42.65
NA;4;33;BRISONR_228;2017;RHH;1;Apostel;HN_NF;B1;291;NA;150;NA;78;73.24;779.07;1497.76;41.46;45.49;615.36;5;NA;NA;6;6;3;NA;NA;NA;NA;58.15;27.83
NA;4;68;BRISONR_228;2017;RHH;1;Apostel;HN_NF;B2;291;NA;NA;NA;NA;75.65;725.61;1365.84;43.87;46.66;487.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.74;31.92
NA;3;31;BRISONR_27;2017;RHH;1;Götz;HN_NF;B1;291;NA;151;NA;81;62.97;753.56;1591.99;35.3;35.32;602.54;7;NA;NA;3;6;3;NA;NA;NA;NA;64.07;35.4
NA;2;67;BRISONR_27;2017;RHH;1;Götz;HN_NF;B2;291;NA;NA;NA;NA;68.45;779.2;1623.52;35.11;43.11;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.47;31.33
NA;2;26;BRISONR_31;2017;RHH;1;Biscay;HN_NF;B1;291;NA;151;NA;75;66.04;621.39;1213.54;37.32;38.11;423.06;7;NA;NA;6;7;5;NA;NA;NA;NA;45.81;38.55
NA;1;69;BRISONR_31;2017;RHH;1;Biscay;HN_NF;B2;291;NA;NA;NA;NA;69.23;709.59;1369.43;35.19;40.58;551.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51.45;31.72
NA;3;35;BRISONR_38;2017;RHH;1;Dekan;HN_NF;B1;291;NA;150;NA;76;70.05;859.84;1569.94;36.37;35.98;589.72;6;NA;NA;4;4;5;NA;NA;NA;NA;53.11;40.52
NA;5;66;BRISONR_38;2017;RHH;1;Dekan;HN_NF;B2;291;NA;NA;NA;NA;65.6;918.04;1808.77;33.73;35.95;576.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.1;44.27
NA;5;32;BRISONR_47;2017;RHH;1;Potenzial;HN_NF;B1;291;NA;151;NA;84;68.16;773.3;1519.81;34;35.9;679.46;6;NA;NA;4;6;4;NA;NA;NA;NA;58.04;31.7
NA;3;65;BRISONR_47;2017;RHH;1;Potenzial;HN_NF;B2;291;NA;NA;NA;NA;67.18;859.97;1644.93;34.57;37.41;705.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.57;32.6
NA;4;28;BRISONR_50;2017;RHH;1;Hermann;HN_NF;B1;291;NA;151;NA;75;59.4;712.66;1488.02;34.99;36.03;474.34;7;NA;NA;5;4;5;NA;NA;NA;NA;58.88;41.7
NA;2;66;BRISONR_50;2017;RHH;1;Hermann;HN_NF;B2;291;NA;NA;NA;NA;66.32;686.9;1393.79;35.99;39.75;461.52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.52;37.44
NA;1;33;BRISONR_54;2017;RHH;1;Tobak;HN_NF;B1;291;NA;152;NA;79;77.61;794.07;1537.76;34.47;35.48;538.44;7;NA;NA;6;7;6;NA;NA;NA;NA;55.65;41.57
NA;2;62;BRISONR_54;2017;RHH;1;Tobak;HN_NF;B2;291;NA;NA;NA;NA;79.83;733.43;1342.9;35.46;39;423.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44.78;44.45
NA;1;31;BRISONR_56;2017;RHH;1;Manager;HN_NF;B1;291;NA;151;NA;85;68.93;1028.55;2041.2;33.61;34.61;858.94;6;NA;NA;5;6;4;NA;NA;NA;NA;78.33;34.6
NA;2;69;BRISONR_56;2017;RHH;1;Manager;HN_NF;B2;291;NA;NA;NA;NA;67.1;671.64;1386.61;33.42;33.69;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56.11;37.93
NA;1;35;BRISONR_59;2017;RHH;1;Ritmo;HN_NF;B1;291;NA;149;NA;83;61.89;988.68;2093.76;32.6;34.17;871.76;6;NA;NA;6;7;3;NA;NA;NA;NA;85.2;33.19
NA;4;70;BRISONR_59;2017;RHH;1;Ritmo;HN_NF;B2;291;NA;NA;NA;NA;57.39;562.29;1199.18;34.04;36.07;423.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.84;36.85
NA;5;29;BRISONR_67;2017;RHH;1;Elixer;HN_NF;B1;291;NA;151;NA;83;79.78;1026.11;1997.1;35.88;35.64;615.36;2;NA;NA;4;2;4;NA;NA;NA;NA;75.21;46.79
NA;5;71;BRISONR_67;2017;RHH;1;Elixer;HN_NF;B2;291;NA;NA;NA;NA;79.14;1191.23;2257.47;38.47;38.1;679.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.88;46.02
NA;3;34;BRISONR_69;2017;RHH;1;Türkis;HN_NF;B1;291;NA;152;NA;83;72.06;784.58;2025.43;38.98;32.11;794.84;3;NA;NA;4;4;4;NA;NA;NA;NA;108.69;30.74
NA;1;62;BRISONR_69;2017;RHH;1;Türkis;HN_NF;B2;291;NA;NA;NA;NA;72.81;922.66;1754.93;36.72;39.35;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.33;43.55
NA;2;31;BRISONR_71;2017;RHH;1;Greif;HN_NF;B1;291;NA;151;NA;80;67.09;683.43;1421.35;39.39;38.69;628.18;4;NA;NA;6;4;3;NA;NA;NA;NA;56.74;28.12
NA;4;71;BRISONR_71;2017;RHH;1;Greif;HN_NF;B2;291;NA;NA;NA;NA;69.68;782.28;1538.27;41.23;43.71;589.72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.87;30.35
NA;2;28;BRISONR_80;2017;RHH;1;Inspiration;HN_NF;B1;291;NA;151;NA;80;73.35;861.63;1674.16;39.68;40.93;628.18;3;NA;NA;5;3;4;NA;NA;NA;NA;63.96;33.51
NA;1;64;BRISONR_80;2017;RHH;1;Inspiration;HN_NF;B2;291;NA;NA;NA;NA;77.19;852.53;1582.89;36.99;40.38;512.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.69;41.18
NA;4;31;BRISONR_92;2017;RHH;1;Contra;HN_NF;B1;291;NA;152;NA;80;60.76;272.43;1905.31;32.6;7.65;999.96;5;NA;NA;5;7;3;NA;NA;NA;NA;94.51;35.63
NA;5;68;BRISONR_92;2017;RHH;1;Contra;HN_NF;B2;291;NA;NA;NA;NA;62.7;770.87;1525.71;31.41;33.46;653.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.14;35.24
NA;5;28;BRISONR_96;2017;RHH;1;Tommi;HN_NF;B1;291;NA;151;NA;82;62.76;719.59;1523.4;35.77;37.98;538.44;4;NA;NA;4;4;4;NA;NA;NA;NA;65.04;35.19
NA;3;62;BRISONR_96;2017;RHH;1;Tommi;HN_NF;B2;291;NA;NA;NA;NA;61.2;604.33;1276.49;36.41;38.83;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.18;29.61
NA;1;30;BRISONR_99;2017;RHH;1;Asano;HN_NF;B1;291;NA;150;NA;86;75.94;967.78;1892.74;43.18;50.53;628.18;3;NA;NA;4;4;4;NA;NA;NA;NA;71.05;30.49
NA;2;68;BRISONR_99;2017;RHH;1;Asano;HN_NF;B2;291;NA;NA;NA;NA;78.29;754.07;1487.25;45.16;45.88;538.44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56.05;30.52
NA;1;41;BRISONR_102;2017;RHH;1;Urban;HN_WF;B1;291;NA;151;NA;95;83.59;1031.24;2088.51;42.27;48.05;730.74;2;NA;NA;2;2;2;NA;NA;NA;NA;84.39;29.37
NA;5;50;BRISONR_102;2017;RHH;1;Urban;HN_WF;B2;291;NA;NA;NA;NA;78.21;1015.73;2050.94;43.06;61.32;679.46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81.62;24.38
NA;1;43;BRISONR_104;2017;RHH;1;Flair;HN_WF;B1;291;NA;151;NA;88;79.12;1156.62;2166.96;37.27;41.39;730.74;2;NA;NA;3;2;2;NA;NA;NA;NA;78.98;38.25
NA;4;59;BRISONR_104;2017;RHH;1;Flair;HN_WF;B2;291;NA;NA;NA;NA;78.7;717.15;1453.02;38.8;39.2;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.06;30.36
NA;2;39;BRISONR_110;2017;RHH;1;Tabor;HN_WF;B1;291;NA;153;NA;87;71.58;551.9;1197.26;40.73;40.12;423.06;2;NA;NA;2;2;2;NA;NA;NA;NA;51.79;32.52
NA;2;52;BRISONR_110;2017;RHH;1;Tabor;HN_WF;B2;291;NA;NA;NA;NA;76.07;864.07;1702.5;40.11;43.01;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.33;33.34
NA;3;44;BRISONR_114;2017;RHH;1;Progreß;HN_WF;B1;291;NA;152;NA;95;71.47;697.41;1432.51;42.93;43.62;461.52;2;NA;NA;3;3;2;NA;NA;NA;NA;59.81;34.64
NA;4;57;BRISONR_114;2017;RHH;1;Progreß;HN_WF;B2;291;NA;NA;NA;NA;69.87;641.9;1367;42.01;42.5;423.06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59.34;35.7
NA;1;39;BRISONR_118;2017;RHH;1;Drifter;HN_WF;B1;291;NA;151;NA;90;87.06;901.12;1899.41;44.54;39.56;717.92;3;NA;NA;3;2;3;NA;NA;NA;NA;74.69;31.73
NA;3;50;BRISONR_118;2017;RHH;1;Drifter;HN_WF;B2;291;NA;NA;NA;NA;83.29;1332.51;2498.87;43.88;48.82;743.56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89.75;36.71
NA;2;41;BRISONR_121;2017;RHH;1;Sperber;HN_WF;B1;291;NA;151;NA;93;79.27;891.89;1624.68;42.3;42.76;525.62;3;NA;NA;3;2;2;NA;NA;NA;NA;57.29;39.68
NA;1;59;BRISONR_121;2017;RHH;1;Sperber;HN_WF;B2;291;NA;NA;NA;NA;84.94;795.1;1552.12;41.93;39.83;499.98;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60.04;39.92
NA;3;45;BRISONR_124;2017;RHH;1;Obelisk;HN_WF;B1;291;NA;151;NA;87;80.26;1126.88;2101.33;41.56;39.26;730.74;3;NA;NA;3;2;3;NA;NA;NA;NA;74.59;39.28
NA;1;57;BRISONR_124;2017;RHH;1;Obelisk;HN_WF;B2;291;NA;NA;NA;NA;78.11;886.12;1687.88;36.93;43.83;602.54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.86;33.55
NA;3;39;BRISONR_126;2017;RHH;1;Disponent;HN_WF;B1;291;NA;150;NA;91;77.92;836.63;1665.57;38.59;39.48;589.72;3;NA;NA;3;3;2;NA;NA;NA;NA;64.16;35.93
NA;5;51;BRISONR_126;2017;RHH;1;Disponent;HN_WF;B2;291;NA;NA;NA;NA;74.91;1153.16;2389.9;38.77;40.98;884.58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;96.05;31.81
NA;5;40;BRISONR_131;2017;RHH;1;Rektor;HN_WF;B1;291;NA;151;NA;94;73.54;1031.24;2177.61;44.19;45.37;679.46;2;NA;NA;2;2;2;NA;NA;NA;NA;91.02;33.45
NA;5;53;BRISONR_131;2017;RHH;1;Rektor;HN_WF;B2;291;NA;NA;NA;NA;74;793.69;1641.34;45.67;46.69;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65.95;32.34
NA;1;45;BRISONR_134;2017;RHH;1;Alidos;HN_WF;B1;291;NA;150;NA;87;82.07;888.68;1756.72;41.96;45.55;538.44;3;NA;NA;3;2;3;NA;NA;NA;NA;68.24;36.24
NA;4;51;BRISONR_134;2017;RHH;1;Alidos;HN_WF;B2;291;NA;NA;NA;NA;76.16;725.36;1411.23;42.6;45.78;448.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53.04;35.31
NA;2;42;BRISONR_135;2017;RHH;1;Monopol;HN_WF;B1;291;NA;151;NA;87;72.51;709.33;1571.99;42.91;44.16;551.26;2;NA;NA;2;2;3;NA;NA;NA;NA;65.15;29.14
NA;5;55;BRISONR_135;2017;RHH;1;Monopol;HN_WF;B2;291;NA;NA;NA;NA;67.13;725.61;1667.11;43.41;44.78;525.62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;30.83
NA;4;40;BRISONR_138;2017;RHH;1;Bussard;HN_WF;B1;291;NA;151;NA;93;73.22;890.61;1959.41;40.68;41.3;679.46;2;NA;NA;3;2;2;NA;NA;NA;NA;86.83;31.74
