ReifeHoehe;Row;Column;BRISONr;Year;Location;Subtrial;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;TKW_bio;Spike_number;Stripe_rust;Powdery_mildew;Leaf_rust;Septoria;DTR;Fusarium;Sedimentation;Falling_number;Crude_protein
FK;10;98;BRISONR_201;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;82.4;63.16305278;564.6822;1185.926;39.36666667;NA;380.19;NA;NA;NA;NA;NA;NA;33;NA;13.46553672
FK;10;92;BRISONR_202;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;81.6;69.15234702;729.6313;1358.679;49.53333333;NA;346.84;NA;NA;NA;NA;NA;NA;32;NA;13.69652856
FK;9;92;BRISONR_203;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;95;68.66298343;529.598;1129.231;45.6;NA;360.18;NA;NA;NA;NA;NA;NA;53;NA;14.43771044
FK;10;102;BRISONR_204;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;94.4;83.1458767;913.7233;1848.257;41.63333333;NA;660.33;NA;NA;NA;NA;NA;NA;50;NA;13.13829787
FK;10;96;BRISONR_205;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;83.2;53.6112;443.0214;915.791;39.63333333;NA;286.81;NA;NA;NA;NA;NA;NA;49;NA;13.68512304
FK;9;95;BRISONR_206;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;96;46.0952935;674.6705;1382.024;37.13333333;NA;453.56;NA;NA;NA;NA;NA;NA;24;NA;13.15432099
FK;10;93;BRISONR_207;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;96.8;70.98422436;691.3455;1392.696;43.36666667;NA;386.86;NA;NA;NA;NA;NA;NA;52;NA;14.86123596
FK;9;91;BRISONR_208;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;95.4;68.98584906;594.3637;1123.228;51.63333333;NA;300.15;NA;NA;NA;NA;NA;NA;55;NA;14.28923767
FK;10;89;BRISONR_209;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;96.2;43.09508197;538.6692;1249.291;34.66666667;NA;320.16;NA;NA;NA;NA;NA;NA;36;NA;15.44674888
FK;10;110;BRISONR_210;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;88.4;58.78169279;716.6915;1487.41;53.7;NA;533.6;NA;NA;NA;NA;NA;NA;35;NA;14.50782123
FK;10;105;BRISONR_211;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;103.4;54.2866368;710.2883;1525.429;43.5;NA;466.9;NA;NA;NA;NA;NA;NA;47;NA;15.04898649
FK;9;101;BRISONR_212;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;95.8;62.54376997;553.6767;1286.643;47;NA;380.19;NA;NA;NA;NA;NA;NA;29;NA;13.91216216
FK;9;104;BRISONR_213;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;97.4;68.97869416;671.6023;1379.356;49.9;NA;480.24;NA;NA;NA;NA;NA;NA;54;NA;13.62218468
FK;10;100;BRISONR_214;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;93.4;72.35329104;628.4474;1389.361;43.83333333;NA;453.56;NA;NA;NA;NA;NA;NA;40;NA;13.06326988
FK;9;105;BRISONR_215;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;88.6;77.34944525;760.8469;1498.082;44.3;NA;513.59;NA;NA;NA;NA;NA;NA;28;NA;13.44769404
FK;9;97;BRISONR_216;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;91.4;76.76079963;729.031;1506.086;44.36666667;NA;493.58;NA;NA;NA;NA;NA;NA;37;NA;13.30258718
FK;10;95;BRISONR_217;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;82.4;70.52392739;726.6965;1355.344;45.36666667;NA;413.54;NA;NA;NA;NA;NA;NA;27;NA;12.84142212
FK;9;110;BRISONR_218;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;84.2;61.80987203;817.0083;1617.475;37.76666667;NA;606.97;NA;NA;NA;NA;NA;NA;42;NA;13.0139821
FK;9;96;BRISONR_219;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;92.2;59.79430705;813.073;1760.213;39.2;NA;586.96;NA;NA;NA;NA;NA;NA;45;NA;14.8547486
FK;9;90;BRISONR_220;2017;GGE;1;HN_NF;B2;305;NA;NA;NA;75.8;70.69736842;505.4526;1063.198;45.8;NA;353.51;NA;NA;NA;NA;NA;NA;39;NA;13.81046119
SK;2;10;BRISONR_1;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75.8;75.56722763;NA;NA;47.43333333;NA;NA;1;1;1;2;NA;1;40;NA;12.94400452
SK;1;5;BRISONR_2;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;66.2;71.83248888;NA;NA;44.33333333;NA;NA;1;1;1;1;NA;1;32;NA;11.95157658
SK;1;19;BRISONR_3;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75.2;66.20638323;NA;NA;48.9;NA;NA;1;1;1;1;NA;3;52;NA;13.66422947
SK;2;50;BRISONR_4;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82.2;64.07568892;NA;NA;48.26666667;NA;NA;1;3;1;3;NA;1;46;NA;13.79728199
SK;1;51;BRISONR_5;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80.4;72.79675127;NA;NA;43.1;NA;NA;1;1;1;1;NA;1;37;NA;13.27452086
SK;1;57;BRISONR_6;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79.8;61.97318255;NA;NA;40.36666667;NA;NA;1;1;1;1;NA;1;45;NA;13.04949381
SK;1;15;BRISONR_7;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;91.2;70.14299363;NA;NA;47.4;NA;NA;1;1;1;2;NA;1;35;NA;12.47804054
SK;2;44;BRISONR_8;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.6;72.13522807;NA;NA;48;NA;NA;1;1;1;1;NA;1;20;NA;13.60770975
SK;2;60;BRISONR_9;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;98.4;75.95;NA;NA;44.03333333;NA;NA;1;1;1;1;NA;1;40;NA;13.56074241
SK;2;19;BRISONR_10;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.2;71.523;NA;NA;42.2;NA;NA;1;1;1;2;NA;1;38;NA;13.44763514
SK;1;24;BRISONR_11;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79.6;80.812;NA;NA;43.13333333;NA;NA;1;1;1;1;NA;1;42;NA;12.46315193
SK;2;21;BRISONR_12;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84;73.832;NA;NA;49.3;NA;NA;1;2;1;4;NA;1;40;NA;14.2587769
SK;1;44;BRISONR_13;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.2;84.24208955;NA;NA;44.9;NA;NA;1;1;1;1;NA;1;22;NA;12.06462585
SK;1;26;BRISONR_14;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;76.4;70.31;NA;NA;47.96666667;NA;NA;1;1;1;3;NA;1;18;NA;13.75968109
SK;1;13;BRISONR_15;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;94.2;74.26167665;NA;NA;47.2;NA;NA;1;1;1;4;NA;1;40;NA;13.29039548
SK;1;58;BRISONR_16;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;72.8;65.90836048;NA;NA;45.4;NA;NA;1;1;1;3;NA;1;20;NA;13.49659091
SK;1;4;BRISONR_17;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75.6;75.16300621;NA;NA;48.3;NA;NA;1;1;1;1;NA;1;43;NA;13.37966102
SK;2;6;BRISONR_18;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82;74.11897696;NA;NA;48;NA;NA;1;1;1;1;NA;1;44;NA;13.3951522
SK;1;36;BRISONR_19;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80.8;84.29424739;NA;NA;47.6;NA;NA;1;1;1;3;NA;1;37;NA;13.29015837
SK;1;28;BRISONR_20;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;74.8;65.7555;NA;NA;43.66666667;NA;NA;1;1;1;1;NA;1;43;NA;14.46384181
SK;1;10;BRISONR_21;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;72.8;69.69946832;NA;NA;41.7;NA;NA;1;1;1;4;NA;1;37;NA;13.18735892
SK;2;34;BRISONR_22;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;77;77.39669938;NA;NA;38.5;NA;NA;1;1;1;1;NA;1;36;NA;13.67663657
SK;1;8;BRISONR_23;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;85.4;77.24865351;NA;NA;46.46666667;NA;NA;1;1;1;4.5;NA;1;39;NA;12.63995485
SK;1;2;BRISONR_24;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;74.4;76.2153403;NA;NA;44.2;NA;NA;1;1;1;1;NA;1;38;NA;13.12556306
SK;2;2;BRISONR_25;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;66;70.81975286;NA;NA;49.83333333;NA;NA;1;1;1;1;NA;1;51;NA;13.59203143
SK;2;41;BRISONR_26;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.8;80.15722222;NA;NA;53.46666667;NA;NA;1;1;1;3;NA;1;45;NA;13.52980877
SK;2;1;BRISONR_27;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75.2;68.8159039;NA;NA;40.66666667;NA;NA;1;3;1;1;NA;1;28;NA;15.54147727
SK;2;25;BRISONR_28;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82.2;68.9533;NA;NA;41.9;NA;NA;1;1;1;1;NA;1;22;NA;14.1779661
SK;1;47;BRISONR_29;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;76;68.77016743;NA;NA;49.63333333;NA;NA;1;1;1;1;NA;1;39;NA;13.55605381
SK;2;8;BRISONR_30;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.4;72.81203442;NA;NA;42.3;NA;NA;1;5;1;3;NA;1;42;NA;13.44094488
SK;1;53;BRISONR_31;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;76.4;73.35546651;NA;NA;47.9;NA;NA;1;1;1;4.5;NA;1;27;NA;13.22291196
SK;1;30;BRISONR_32;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79;79.67502569;NA;NA;51.23333333;NA;NA;1;1;1;3;NA;3;33;NA;13.33783784
SK;1;29;BRISONR_33;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;92;75.96;NA;NA;44.86666667;NA;NA;1;1;1;3;NA;1;22;NA;12.9047619
SK;2;36;BRISONR_34;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.4;76.65495979;NA;NA;45.2;NA;NA;1;1;1;1;NA;1;53;NA;14.13063063
SK;2;52;BRISONR_35;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;91.4;79.22958828;NA;NA;47.26666667;NA;NA;1;1;1;1;NA;1;50;NA;13.66252822
SK;2;11;BRISONR_36;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;89;75.2153913;NA;NA;44.56666667;NA;NA;1;1;1;1;NA;1;37;NA;13.01638418
SK;2;32;BRISONR_37;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.2;70.56;NA;NA;47.6;NA;NA;1;1;1;1;NA;1;58;NA;14.52372881
SK;2;39;BRISONR_38;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.2;80.28009756;NA;NA;46;NA;NA;1;1;1;1;NA;1;38;NA;13.10609481
SK;1;61;BRISONR_39;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.2;69.34504021;NA;NA;43.8;NA;NA;1;1;1;1;NA;1;57;NA;14.4519774
SK;1;27;BRISONR_40;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80.2;73.3824;NA;NA;49.23333333;NA;NA;1;1;1;1;NA;1;43;NA;13.7779661
SK;1;59;BRISONR_41;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;77.8;74.437684;NA;NA;40.7;NA;NA;1;1;1;1;NA;1;36;NA;13.70112994
SK;1;39;BRISONR_42;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79.4;85.85774648;NA;NA;47.93333333;NA;NA;1;1;1;1;NA;1;35;NA;13.05373303
SK;1;38;BRISONR_43;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;73.6;73.1874062;NA;NA;48.2;NA;NA;1;1;1;4;NA;1;22;NA;13.70045558
SK;1;37;BRISONR_44;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82;74.50991091;NA;NA;47.26666667;NA;NA;1;1;1;1;NA;1;35;NA;13.2480226
SK;2;4;BRISONR_45;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.8;70.71805027;NA;NA;46.83333333;NA;NA;1;3;1;1;NA;1;55;NA;13.32219706
SK;2;61;BRISONR_46;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.2;81.67788555;NA;NA;46.3;NA;NA;1;1;1;3.5;NA;1;43;NA;13.70361991
SK;1;6;BRISONR_47;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;77.2;73.53313313;NA;NA;46.8;NA;NA;1;1;1;1;NA;1;43;NA;13.12471783
SK;1;11;BRISONR_48;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81;83.50106177;NA;NA;44.53333333;NA;NA;1;1;1;1;NA;1;48;NA;12.43714609
SK;2;58;BRISONR_49;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79.4;75.00318725;NA;NA;44.4;NA;NA;1;1;1;1;NA;1;42;NA;14.20674157
SK;1;3;BRISONR_50;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80;75.98771499;NA;NA;43.13333333;NA;NA;1;1;1;1;NA;1;47;NA;13.22322435
SK;1;12;BRISONR_51;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.8;73.2513;NA;NA;52.73333333;NA;NA;1;1;1;3;NA;1;44;NA;14.25677201
SK;2;23;BRISONR_52;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87.6;71.8952;NA;NA;42.4;NA;NA;1;1;1;1;NA;2;44;NA;12.77865169
SK;2;12;BRISONR_53;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.8;73.00996474;NA;NA;48.43333333;NA;NA;1;1;1;4;NA;1;45;NA;12.67022472
SK;2;57;BRISONR_54;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75.6;82.994159;NA;NA;48.16666667;NA;NA;1;1;1;3;NA;1;35;NA;12.82902137
SK;1;31;BRISONR_55;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.4;79.26921397;NA;NA;44.3;NA;NA;1;1;1;1;NA;1;43;NA;13.5270575
SK;1;45;BRISONR_56;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;79.2;75.03556188;NA;NA;41.76666667;NA;NA;1;1;1;1;NA;1;40;NA;12.81475225
SK;1;40;BRISONR_57;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.4;69.65959956;NA;NA;41.66666667;NA;NA;1;1;1;1;NA;1;57;NA;14.12316384
SK;2;18;BRISONR_58;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.4;72.0272;NA;NA;49.06666667;NA;NA;1;1;1;3;NA;1;30;NA;14.07508532
SK;2;42;BRISONR_59;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;67.4;79.81433225;NA;NA;42.73333333;NA;NA;1;1;1;1;NA;1;36;NA;13.09399773
SK;2;3;BRISONR_60;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87.2;75.70347965;NA;NA;41.73333333;NA;NA;1;1;1;3;NA;1;43;NA;14.14463277
SK;2;62;BRISONR_61;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.2;77.29761905;NA;NA;48.13333333;NA;NA;1;1;1;3;NA;1;42;NA;14.36696731
SK;1;33;BRISONR_62;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;89.8;77.37406725;NA;NA;47.4;NA;NA;1;1;1;1;NA;1;37;NA;14.11642295
SK;1;23;BRISONR_63;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.6;71.467;NA;NA;46.53333333;NA;NA;1;1;1;1;NA;1;43;NA;13.71768707
SK;1;7;BRISONR_64;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87.6;68.3221909;NA;NA;51.6;NA;NA;1;1;1;1;NA;1;54;NA;13.95480226
SK;2;15;BRISONR_65;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;88;68.05961538;NA;NA;43.63333333;NA;NA;1;1;1;1;NA;1;37;NA;13.2714447
SK;1;21;BRISONR_66;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.4;84.76380638;NA;NA;51.66666667;NA;NA;1;1;1;1;NA;1;35;NA;12.0744921
SK;2;16;BRISONR_67;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;89.6;75.6875636;NA;NA;44.46666667;NA;NA;1;1;1;3;NA;1;28;NA;13.26587302
SK;1;52;BRISONR_68;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.2;73.44843206;NA;NA;47.36666667;NA;NA;1;1;1;1;NA;1;40;NA;13.47691441
SK;2;14;BRISONR_69;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.2;69.76;NA;NA;44.63333333;NA;NA;1;1;1;1;NA;1;23;NA;12.72159091
SK;1;32;BRISONR_70;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;77.8;76.095;NA;NA;48.96666667;NA;NA;1;1;1;1;NA;1;47;NA;13.66217733
SK;2;54;BRISONR_71;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86;72.0099889;NA;NA;51.33333333;NA;NA;1;1;1;34;NA;1;36;NA;13.64446953
SK;2;55;BRISONR_72;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80.2;81.73834951;NA;NA;40.53333333;NA;NA;1;1;1;3.5;NA;1;32;NA;13.42688414
SK;1;9;BRISONR_73;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82.6;74.86448543;NA;NA;47.5;NA;NA;1;1;1;3;NA;1;37;NA;13.04124294
SK;2;38;BRISONR_74;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;89;84.94019661;NA;NA;40.2;NA;NA;1;1;1;3;NA;1;32;NA;13.46440678
SK;1;17;BRISONR_75;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.6;67.336;NA;NA;44.53333333;NA;NA;1;1;1;3;NA;1;55;NA;13.49887514
SK;2;17;BRISONR_76;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.6;61.63541756;NA;NA;44.33333333;NA;NA;1;1;1;3;NA;1;55;NA;14.46335964
SK;1;41;BRISONR_77;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;88.4;73.86618445;NA;NA;46.83333333;NA;NA;1;1;1;3;NA;1;44;NA;13.01805869
SK;2;33;BRISONR_78;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;85.4;81.90617414;NA;NA;46.4;NA;NA;1;1;1;3;NA;1;31;NA;13.42929864
SK;2;49;BRISONR_79;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84.6;74.25243446;NA;NA;44;NA;NA;1;1;1;02. Mrz;NA;1;40;NA;14.06292135
SK;1;18;BRISONR_80;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.4;75.2463586;NA;NA;50.13333333;NA;NA;1;1;1;1;NA;1;29;NA;13.4960182
SK;2;5;BRISONR_81;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;85.2;69.64782586;NA;NA;51.03333333;NA;NA;1;1;1;3.5;NA;1;45;NA;14.56467942
SK;1;35;BRISONR_82;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.2;72.96417429;NA;NA;40.86666667;NA;NA;1;1;1;5.5;NA;1;35;NA;13.41788526
SK;2;43;BRISONR_83;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;80;78.37892878;NA;NA;46.5;NA;NA;1;1;1;1;NA;1;41;NA;13.32130778
SK;2;9;BRISONR_84;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87;72.59763453;NA;NA;44.43333333;NA;NA;1;3;1;3;NA;1;39;NA;14.71274175
SK;2;40;BRISONR_85;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;84;70.70856827;NA;NA;47.16666667;NA;NA;1;1;1;1;NA;1;40;NA;13.80989876
SK;2;37;BRISONR_86;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;90.2;82.27375815;NA;NA;45.8;NA;NA;1;1;1;1;NA;1;24;NA;12.99943246
SK;2;20;BRISONR_87;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.4;73.9998;NA;NA;46.3;NA;NA;1;3;1;1;NA;1;28;NA;14.01990899
SK;2;59;BRISONR_88;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82.4;82.35904605;NA;NA;45.6;NA;NA;1;1;1;1;NA;1;43;NA;13.01530612
SK;2;48;BRISONR_89;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;90.6;80.71630261;NA;NA;47.63333333;NA;NA;4;1;1;3;NA;1;17;NA;13.70642202
SK;2;22;BRISONR_90;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.2;65.06241191;NA;NA;41.26666667;NA;NA;1;3;1;2;NA;1;38;NA;15.08607022
SK;2;53;BRISONR_91;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.2;77.77730193;NA;NA;44.8;NA;NA;1;1;1;1;NA;1;51;NA;14.125
SK;2;30;BRISONR_92;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87.2;71.4816;NA;NA;42.96666667;NA;NA;1;1;1;3;NA;1;25;NA;13.80817253
SK;2;27;BRISONR_93;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;81.2;71.19;NA;NA;47.46666667;NA;NA;1;1;1;1;NA;1;41;NA;14.02530934
SK;2;31;BRISONR_94;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;75;68.67;NA;NA;40.3;NA;NA;1;1;1;1;NA;1;30;NA;14.94903737
SK;1;16;BRISONR_95;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;82.8;66.74716107;NA;NA;40.13333333;NA;NA;1;1;1;5;NA;1;52;NA;13.84926884
SK;1;42;BRISONR_96;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;85.6;71.19563795;NA;NA;44.83333333;NA;NA;1;1;1;1;NA;1;49;NA;13.64173228
SK;2;7;BRISONR_97;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.4;65.58379114;NA;NA;43.96666667;NA;NA;1;6;1;1;NA;1;29;NA;14.2122588
SK;2;13;BRISONR_98;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;100;62.21373609;NA;NA;48.5;NA;NA;1;1;1;1;NA;1;45;NA;15.16685457
SK;1;25;BRISONR_99;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;88.4;83.5171;NA;NA;54.4;NA;NA;1;1;1;1;NA;1;40;NA;13.80643341
SK;1;14;BRISONR_100;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.4;72.96371524;NA;NA;46.56666667;NA;NA;1;1;1;3;NA;1;43;NA;13.12710911
SK;1;48;BRISONR_101;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;74.4;71.56133966;NA;NA;47.53333333;NA;NA;1;1;1;4;NA;1;68;NA;13.78040541
SK;1;60;BRISONR_102;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;96;67.02313387;NA;NA;48.13333333;NA;NA;1;1;1;5;NA;1;49;NA;14.06843891
SK;1;55;BRISONR_103;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;86.8;69.33079072;NA;NA;47.63333333;NA;NA;1;1;1;1;NA;1;40;NA;13.90460157
SK;2;24;BRISONR_104;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;87.4;68.4156;NA;NA;44.03333333;NA;NA;1;1;1;1;NA;1;33;NA;13.18069585
SK;1;46;BRISONR_105;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;89.6;75.78;NA;NA;43.06666667;NA;NA;1;1;1;3;NA;1;42;NA;12.54157303
SK;2;56;BRISONR_106;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;85.8;78.205393;NA;NA;52.9;NA;NA;1;1;1;1;NA;1;23;NA;13.18233296
SK;1;22;BRISONR_107;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78;70.80118143;NA;NA;47.76666667;NA;NA;1;1;1;5.5;NA;1;45;NA;13.93107345
SK;2;51;BRISONR_108;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;94;78.44585635;NA;NA;51.53333333;NA;NA;1;3;1;3;NA;1;27;NA;14.24943567
SK;1;54;BRISONR_109;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;92.2;68.14848324;NA;NA;45;NA;NA;1;1;1;4;NA;1;67;NA;14.64051919
SK;1;34;BRISONR_110;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;92.2;74.40449974;NA;NA;48.16666667;NA;NA;1;1;1;4;NA;1;38;NA;13.68953881
SK;1;20;BRISONR_111;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.6;77.252;NA;NA;47;NA;NA;1;1;1;1;NA;1;45;NA;13.61920904
SK;2;29;BRISONR_112;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;93.4;68.322;NA;NA;53.56666667;NA;NA;1;1;1;1;NA;1;49;NA;15.16854566
SK;2;35;BRISONR_113;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;83.6;77.6197983;NA;NA;46.43333333;NA;NA;1;1;1;1;NA;1;65;NA;14.26771654
SK;1;1;BRISONR_114;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;92;71.68869135;NA;NA;51.16666667;NA;NA;1;1;1;1;NA;1;35;NA;14.86904762
SK;2;46;BRISONR_115;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;90.4;76.51252747;NA;NA;35.76666667;NA;NA;1;1;1;1;NA;1;21;NA;12.680839
SK;1;49;BRISONR_116;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;94.4;69.39438339;NA;NA;50.3;NA;NA;1;1;1;1;NA;1;45;NA;13.59121622
SK;2;45;BRISONR_117;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;96.4;78.76042908;NA;NA;49.93333333;NA;NA;1;1;1;1;NA;1;51;NA;13.10561798
SK;2;28;BRISONR_118;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;88.2;76.0104;NA;NA;46.56666667;NA;NA;1;1;1;1;NA;1;45;NA;14.10461192
SK;1;56;BRISONR_119;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;99.6;66.70055237;NA;NA;43.56666667;NA;NA;1;1;1;1;NA;1;55;NA;14.53089888
SK;2;26;BRISONR_120;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;96.4;68.886;NA;NA;47.56666667;NA;NA;1;1;1;1;NA;1;32;NA;14.14454443
SK;1;50;BRISONR_121;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;92.8;69.799511;NA;NA;49.36666667;NA;NA;1;1;1;1;NA;1;NA;NA;NA
SK;2;47;BRISONR_122;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;78.8;73.22244604;NA;NA;47.36666667;NA;NA;1;1;1;2;NA;1;37;NA;13.77384961
SK;1;62;BRISONR_123;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;88.2;64.95374763;NA;NA;39.06666667;NA;NA;1;3;1;3;NA;1;31;NA;14.19636776
SK;1;43;BRISONR_124;2017;GGE;1;HN_WF;B1;305;NA;NA;NA;90;78.81377593;NA;NA;47.9;NA;NA;1;1;1;1;NA;1;33;NA;13.17511261
