Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;Spike_number;Crude_protein;Sedimentation
29;14;BRISONr_166;2018;KAD;HN_WF;B1;297;NA;149;191;107;87.56;908.33;1892.58;50.5;594.47;15.5;62.6
29;15;BRISONr_177;2018;KAD;HN_WF;B1;297;NA;140;189;76;91.53;811.67;1634.42;49.20666667;601.45;14.7;58.1
29;16;BRISONr_186;2018;KAD;HN_WF;B1;297;NA;138;187;82;98.89;1129.58;2214.67;44.62666667;408.54;15.5;68.6
29;17;BRISONr_227;2018;KAD;HN_WF;B1;297;NA;148;194;83;107.53;661;1451.92;43.21333333;772.74;16;68.5
29;18;BRISONr_125;2018;KAD;HN_WF;B1;297;NA;146;187;97.5;92.79;979.17;2002.33;46.1;386.95;16.4;83.3
29;19;BRISONr_167;2018;KAD;HN_WF;B1;297;NA;150;187;103.5;77.48;645;1300;54.34666667;490.53;15.7;82.8
29;20;BRISONr_121;2018;KAD;HN_WF;B1;297;NA;143;185;96.5;85.62;1086.67;2103.42;49.44;571.24;16.1;76.6
29;21;BRISONr_224;2018;KAD;HN_WF;B1;297;NA;146;187;86;88.64;961.67;1979.92;50.68666667;368.68;15;74
30;2;BRISONr_95;2018;KAD;HN_WF;B1;297;NA;149;187;79.5;92.54;889.17;1945.83;41.62;442.34;14.3;63.4
30;3;BRISONr_40;2018;KAD;HN_WF;B1;297;NA;151;187;86;92.83;962;2095;48.44666667;675.48;15.3;64.4
30;4;BRISONr_100;2018;KAD;HN_WF;B1;297;NA;143;186;95;93.24;1130;2290.25;47.4;398.82;15.1;71.8
30;5;BRISONr_85;2018;KAD;HN_WF;B1;297;NA;151;191;87;95.42;800.58;1601.33;44.98;883.98;15;66.8
30;6;BRISONr_43;2018;KAD;HN_WF;B1;297;NA;147;191;78;84.41;999.17;1384.42;45.66;408.34;15.3;53.9
30;7;BRISONr_190;2018;KAD;HN_WF;B1;297;NA;138;186;79.5;79.62;742.5;1231.58;47.11333333;607.67;14.2;42.8
30;8;BRISONr_8;2018;KAD;HN_WF;B1;297;NA;149;192;85;98.12;938.33;2318.58;47.48;522.84;14;38.5
30;9;BRISONr_52;2018;KAD;HN_WF;B1;297;NA;149;191;82;95.1;882.33;1903.92;42.03333333;520.97;15.1;54.7
30;10;BRISONr_212;2018;KAD;HN_WF;B1;297;NA;142;186;105;85.79;678.83;1426.75;49.34666667;452.88;14.9;64.3
30;11;BRISONr_49;2018;KAD;HN_WF;B1;297;NA;145;187;89;80.21;850.83;1623.42;41.80666667;777.79;14.6;43.1
30;12;BRISONr_4;2018;KAD;HN_WF;B1;297;NA;146;189;81.5;96.39;875.08;1749;43.36;403.9;14.4;58.6
30;13;BRISONr_117;2018;KAD;HN_WF;B1;297;NA;143;189;100.5;86.09;750.92;1612.58;50.95333333;611.48;15.1;65.6
30;14;BRISONr_83;2018;KAD;HN_WF;B1;297;NA;146;189;93.5;93.76;960;2082.83;51.31333333;480.19;14.3;41.8
30;15;BRISONr_113;2018;KAD;HN_WF;B1;297;NA;146;187;84;83.98;1032.17;1944.58;48.58666667;447.48;13.5;48.8
30;16;BRISONr_146;2018;KAD;HN_WF;B1;297;NA;144;188;106.5;89.13;777.5;1726.58;53.3;534.96;15.6;68.2
30;17;BRISONr_153;2018;KAD;HN_WF;B1;297;NA;146;188;99.5;80.96;988.25;1862.83;47.47333333;361.83;15.2;51.6
30;18;BRISONr_223;2018;KAD;HN_WF;B1;297;NA;146;191;87.5;100.71;924.67;2054.92;45.4;889.5;1.5;5.6
30;19;BRISONr_123;2018;KAD;HN_WF;B1;297;NA;149;192;91.5;87.44;1105;2270.33;41.6;329.72;14.8;79.1
30;20;BRISONr_12;2018;KAD;HN_WF;B1;297;NA;148;190;78.5;93.16;774;1938.67;52.76666667;722.15;14.8;5.5
30;21;BRISONr_196;2018;KAD;HN_WF;B1;297;NA;137;186;88;84.21;983.5;2002;47.82;342.51;15.8;54.2
31;3;BRISONr_82;2018;KAD;HN_WF;B1;297;NA;150;190;81;84.88;653.42;1439.5;43.06666667;811.91;14;41.2
31;4;BRISONr_128;2018;KAD;HN_WF;B1;297;NA;150;192;102;93.9;1271.67;2514.42;42.91333333;486.13;15.2;73.9
31;5;BRISONr_208;2018;KAD;HN_WF;B1;297;NA;143;186;95;80.77;1130.83;2314.67;48.26666667;249.99;14.7;61.7
31;6;BRISONr_108;2018;KAD;HN_WF;B1;297;NA;150;193;97;85.55;920.83;1928.42;52.48;534.22;15;76.1
31;7;BRISONr_42;2018;KAD;HN_WF;B1;297;NA;146;190;85;92.41;1074.17;2184;53.61333333;509.01;18.1;77.1
31;8;BRISONr_174;2018;KAD;HN_WF;B1;297;NA;143;186;120;59.74;865;1825.58;40.98;506.45;13.4;36.2
31;9;BRISONr_134;2018;KAD;HN_WF;B1;297;NA;145;189;93.5;74.81;975;2209.75;45.03333333;326.1;15.5;61.8
31;10;BRISONr_65;2018;KAD;HN_WF;B1;297;NA;144;190;90.5;90.5;1430.83;2342.92;44.52;221.37;14.4;47
31;11;BRISONr_138;2018;KAD;HN_WF;B1;297;NA;145;190;96;77.29;1650.08;2413.58;48.31333333;222.48;15.1;67.3
31;12;BRISONr_203;2018;KAD;HN_WF;B1;297;NA;138;184;94.5;73.94;664.83;1621.5;45.18666667;546.79;15.1;68.2
31;13;BRISONr_118;2018;KAD;HN_WF;B1;297;NA;146;188;95.5;88.53;917.5;1814.75;46.16666667;659.32;15.9;53.2
31;14;BRISONr_156;2018;KAD;HN_WF;B1;297;NA;149;189;111.5;72.69;945.83;1845.08;48.88666667;473.92;14.8;61.4
31;15;BRISONr_17;2018;KAD;HN_WF;B1;297;NA;144;192;88;91.35;804;1994.17;41.92;729.05;16.7;75.3
31;16;BRISONr_69;2018;KAD;HN_WF;B1;297;NA;150;192;93;90.24;901.67;1887;46.82;600.49;14;46.8
31;17;BRISONr_47;2018;KAD;HN_WF;B1;297;NA;146;191;86;89.82;1261.67;2527.83;44.84;403.43;14.4;70.4
31;18;BRISONr_171;2018;KAD;HN_WF;B1;297;NA;140;187;111.5;69.93;791.67;1938.92;44.45333333;603.57;14.7;58.1
31;19;BRISONr_161;2018;KAD;HN_WF;B1;297;NA;151;189;95.5;81.41;749.17;1540.33;44.91333333;552.39;14.6;59.5
31;20;BRISONr_93;2018;KAD;HN_WF;B1;297;NA;146;188;86.5;89.3;798.33;1704.92;54.64;512.65;14.7;75.4
31;21;BRISONr_200;2018;KAD;HN_WF;B1;297;NA;145;190;90;92.94;605.83;1485;49.68666667;524.16;15.6;52.7
32;4;BRISONr_160;2018;KAD;HN_WF;B1;297;NA;152;191;101.5;85.72;854.17;1476.67;45.31333333;476.7;15;54.8
32;5;BRISONr_87;2018;KAD;HN_WF;B1;297;NA;145;189;91;93.67;943.17;1896.58;49.61333333;380.72;15.2;59.2
32;6;BRISONr_56;2018;KAD;HN_WF;B1;297;NA;146;190;85.5;92.12;838.58;1726.92;47.64666667;768.94;13.9;43.4
32;7;BRISONr_59;2018;KAD;HN_WF;B1;297;NA;150;191;98.5;84.97;824.17;1624.83;49.39333333;420.97;15.3;51.6
32;8;BRISONr_114;2018;KAD;HN_WF;B1;297;NA;150;190;93;80.9;780;1453.17;41.83333333;518.58;15.3;57
32;9;BRISONr_58;2018;KAD;HN_WF;B1;297;NA;146;189;87;89.82;902;1720.92;41.82666667;672.16;15.7;63.8
32;10;BRISONr_27;2018;KAD;HN_WF;B1;297;NA;148;190;96;80.58;770.42;1592.17;46.62666667;549.15;14.5;62.2
32;11;BRISONr_199;2018;KAD;HN_WF;B1;297;NA;136;184;87;77.51;803.33;1204.17;45.26666667;474.36;14.5;50.8
32;12;BRISONr_202;2018;KAD;HN_WF;B1;297;NA;143;189;96.5;90.35;952.5;1874.5;46.75333333;521.73;15.7;80.8
32;13;BRISONr_126;2018;KAD;HN_WF;B1;297;NA;144;188;110;81.93;827.5;1792.83;46.82;495.04;1.5;62.4
32;14;BRISONr_140;2018;KAD;HN_WF;B1;297;NA;145;189;91;74.23;880.83;1960.42;46.70666667;589.94;15.3;68.1
32;15;BRISONr_63;2018;KAD;HN_WF;B1;297;NA;148;190;94.5;88.36;928.33;1716.08;44.98;356.93;16.3;92.4
32;16;BRISONr_84;2018;KAD;HN_WF;B1;297;NA;143;188;88;91.87;614.83;1271.42;51.05333333;684.86;14.3;57.8
32;17;BRISONr_15;2018;KAD;HN_WF;B1;297;NA;146;189;134.5;95.34;590;1306.25;52.99333333;754.07;15.3;83.8
32;18;BRISONr_176;2018;KAD;HN_WF;B1;297;NA;143;187;97.5;66.74;658.33;1205;51.55333333;658.97;15.6;82.3
32;19;BRISONr_51;2018;KAD;HN_WF;B1;297;NA;151;193;101.5;89.68;1098.08;2706.58;48.55333333;381.13;13.4;42.1
32;20;BRISONr_162;2018;KAD;HN_WF;B1;297;NA;149;190;91.5;90.6;584.33;1426.92;44.72;568.5;14.1;44.2
32;21;BRISONr_80;2018;KAD;HN_WF;B1;297;NA;146;190;90;99.18;855;2243.08;52.96;812.02;15.5;54.9
33;5;BRISONr_191;2018;KAD;HN_WF;B1;297;NA;142;187;81.5;90.69;1092.17;2222.75;49.47333333;394.42;14.7;53.2
33;6;BRISONr_185;2018;KAD;HN_WF;B1;297;NA;138;186;101.5;86.42;972.5;2298.5;42.62;422.12;14.9;43
33;7;BRISONr_130;2018;KAD;HN_WF;B1;297;NA;151;191;85;73.61;1016.67;1975.58;44.24666667;633.51;15.3;82.4
33;8;BRISONr_41;2018;KAD;HN_WF;B1;297;NA;150;191;88.5;87.56;1000;1826.5;41.36;496.15;14.8;62.4
33;9;BRISONr_122;2018;KAD;HN_WF;B1;297;NA;149;191;102.5;82.74;1182.5;2303;48.68666667;425.66;16.8;67.6
33;10;BRISONr_158;2018;KAD;HN_WF;B1;297;NA;151;192;92;72.92;873.83;2146.83;46.74;361.61;14.8;56.2
33;11;BRISONr_184;2018;KAD;HN_WF;B1;297;NA;134;184;85.5;73.96;969.17;1999.58;48.64666667;432.46;15.5;5.6
33;12;BRISONr_50;2018;KAD;HN_WF;B1;297;NA;148;191;94;86;1091.67;2219.58;43.11333333;380.76;15.9;58.6
33;13;BRISONr_76;2018;KAD;HN_WF;B1;297;NA;144;187;90.5;79.41;669.75;1666.08;51.60666667;513.81;15.3;64.3
33;14;BRISONr_204;2018;KAD;HN_WF;B1;297;NA;143;188;94.5;72.2;936.83;1976.5;45.72666667;610.11;15;66.5
33;15;BRISONr_112;2018;KAD;HN_WF;B1;297;NA;148;192;92;84.49;861.33;1936.33;46.13333333;392.38;15.3;82.4
33;16;BRISONr_97;2018;KAD;HN_WF;B1;297;NA;150;193;92;84.76;1127.5;2357.75;51.71333333;288.18;15.6;51.6
33;17;BRISONr_111;2018;KAD;HN_WF;B1;297;NA;148;193;107.5;93.74;994.17;1994.92;50.41333333;416.46;14.7;63.8
33;18;BRISONr_143;2018;KAD;HN_WF;B1;297;NA;148;192;104;79.98;967.5;2158.42;45.86;551.12;15.3;70.7
33;19;BRISONr_102;2018;KAD;HN_WF;B1;297;NA;148;191;90;80.95;976.67;2064.83;45.30666667;462.8;16.6;73.2
33;20;BRISONr_73;2018;KAD;HN_WF;B1;297;NA;149;191;91.5;91.38;1001.33;2390.5;51.74;365.01;14.8;55
33;21;BRISONr_77;2018;KAD;HN_WF;B1;297;NA;146;189;100.5;86.45;906.67;2283.33;51.6;508.5;14.7;50.3
1;22;BRISONr_171;2018;KAD;LLN_WF;B2;297;NA;139;186;78;61.63;1022.5;2223.5;40.06;236.06;12.8;31.6
1;23;BRISONr_35;2018;KAD;LLN_WF;B2;297;NA;146;185;72.5;64.72;1025;1758.75;43.84;199.95;11.8;36.7
1;24;BRISONr_16;2018;KAD;LLN_WF;B2;297;NA;146;187;82;66.38;755.83;1573.5;44.16;461.1;11.5;16
1;25;BRISONr_228;2018;KAD;LLN_WF;B2;297;NA;143;182;64.5;63.26;541.67;1334.92;47.1;360.12;11.5;26.1
1;26;BRISONr_179;2018;KAD;LLN_WF;B2;297;NA;138;181;83;61.98;595.67;1822.83;51.26;468.22;11.5;21.3
1;27;BRISONr_48;2018;KAD;LLN_WF;B2;297;NA;143;186;66.5;68.52;634.17;1260;42.3;360.16;10;13.5
1;28;BRISONr_15;2018;KAD;LLN_WF;B2;297;NA;145;186;75.5;59.22;1142.5;2325.42;47.26;168.46;11.2;21.8
1;29;BRISONr_224;2018;KAD;LLN_WF;B2;297;NA;143;185;81.5;54.84;551.17;1053.33;49.56;364.79;11.1;18.5
1;30;BRISONr_61;2018;KAD;LLN_WF;B2;297;NA;146;186;97;66.86;855.83;1648.33;44.3;384.09;11.5;20
1;31;BRISONr_166;2018;KAD;LLN_WF;B2;297;NA;145;186;80.5;64.51;690;1296.33;47.32;451.86;11.4;18.5
1;32;BRISONr_34;2018;KAD;LLN_WF;B2;297;NA;144;185;92;72.73;702.5;1329.83;48.88;457.25;10.8;13.7
1;33;BRISONr_140;2018;KAD;LLN_WF;B2;297;NA;146;187;80;61.84;479.83;940;47.1;332.92;11.7;19.9
1;34;BRISONr_18;2018;KAD;LLN_WF;B2;297;NA;146;186;81;80.11;808.33;1606.67;50.94;412.93;11.8;24.3
1;35;BRISONr_53;2018;KAD;LLN_WF;B2;297;NA;145;185;84.5;73.56;705.17;1584.08;40.3;443.36;12.2;20.7
1;36;BRISONr_170;2018;KAD;LLN_WF;B2;297;NA;136;183;80;65.76;852.42;1299.42;46.14;527.17;12.8;26.9
1;37;BRISONr_8;2018;KAD;LLN_WF;B2;297;NA;149;190;92;79.61;309;701.08;42.42;1159.4;12.3;20.5
1;38;BRISONr_209;2018;KAD;LLN_WF;B2;297;NA;140;186;76;60.14;899.67;1786;46.36;367.66;11.9;21
2;22;BRISONr_99;2018;KAD;LLN_WF;B2;297;NA;142;185;80;68.97;342.92;1476.33;50.18;1223.49;12.2;21.6
2;23;BRISONr_56;2018;KAD;LLN_WF;B2;297;NA;148;187;71.5;73;673.92;1420.17;46.46;451.37;11.7;25.3
2;24;BRISONr_197;2018;KAD;LLN_WF;B2;297;NA;137;180;86.5;60.91;995;1994.17;37.2;336.66;11.3;18.5
2;25;BRISONr_119;2018;KAD;LLN_WF;B2;297;NA;145;185;84;61.17;1049.17;2226.17;46.1;165.2;13.5;33
2;26;BRISONr_84;2018;KAD;LLN_WF;B2;297;NA;143;185;94;59.34;773.33;1730.83;39.04;409.24;12.8;34.7
2;27;BRISONr_144;2018;KAD;LLN_WF;B2;297;NA;149;186;87;63.4;671.67;1452.5;40.36;298.93;12.2;25.2
2;28;BRISONr_94;2018;KAD;LLN_WF;B2;297;NA;146;186;86.5;63.27;756.67;1616.67;41.4;341.45;12;21.5
2;29;BRISONr_117;2018;KAD;LLN_WF;B2;297;NA;143;186;84;62.98;745.83;1478.33;50.68;288.53;11.8;24.4
2;30;BRISONr_97;2018;KAD;LLN_WF;B2;297;NA;145;186;70;67.72;745;1636.67;45.44;249.99;11.5;19.4
2;31;BRISONr_194;2018;KAD;LLN_WF;B2;297;NA;137;181;78.5;61.22;522.5;1126.67;51.8;380.79;11.6;21.4
2;32;BRISONr_40;2018;KAD;LLN_WF;B2;297;NA;149;186;80.5;73.06;941.75;2022.83;46.72;323.26;12.2;25.3
2;33;BRISONr_46;2018;KAD;LLN_WF;B2;297;NA;146;186;85;74.46;655.92;1399.42;47.42;331.11;12.9;27.3
2;34;BRISONr_60;2018;KAD;LLN_WF;B2;297;NA;142;186;88;82.65;730.5;1514.92;47.94;556.29;12;17.2
2;35;BRISONr_77;2018;KAD;LLN_WF;B2;297;NA;145;185;81.5;69.76;676.17;1292.08;43.28;618.99;12.3;27.6
2;36;BRISONr_52;2018;KAD;LLN_WF;B2;297;NA;148;188;79;81.5;885;1779.33;44.58;498.82;11.9;24
2;37;BRISONr_193;2018;KAD;LLN_WF;B2;297;NA;143;186;87;67.45;729.17;1465;46.14;400.83;12.5;24.2
2;38;BRISONr_93;2018;KAD;LLN_WF;B2;297;NA;143;186;91;73.01;640;1253.33;44.34;608.42;11.7;18
2;39;BRISONr_116;2018;KAD;LLN_WF;B2;297;NA;146;189;78.5;75.44;908.33;1833.17;40.2;394.5;12.4;28.9
3;22;BRISONr_120;2018;KAD;LLN_WF;B2;297;NA;148;185;89.5;63.28;745.25;1826.67;48.32;367.96;12.4;32.7
3;23;BRISONr_137;2018;KAD;LLN_WF;B2;297;NA;148;184;95.5;65.1;808.67;1768.75;48.6;355.56;11.8;20.5
3;24;BRISONr_169;2018;KAD;LLN_WF;B2;297;NA;146;184;77.5;66.54;637.5;1359.25;42.08;321.83;12.2;22.4
3;25;BRISONr_21;2018;KAD;LLN_WF;B2;297;NA;145;184;85;67.42;687.5;1461.67;41.94;351.39;12.1;29
3;26;BRISONr_90;2018;KAD;LLN_WF;B2;297;NA;146;186;76.5;69.35;515;2216.67;41.82;729.37;12.1;20.9
3;27;BRISONr_14;2018;KAD;LLN_WF;B2;297;NA;145;186;82.5;68.73;641.67;1441.67;47.36;606.99;12;23.2
3;28;BRISONr_196;2018;KAD;LLN_WF;B2;297;NA;137;180;86.5;57.06;746.67;746.67;41.66;299.29;11.1;18.1
3;29;BRISONr_86;2018;KAD;LLN_WF;B2;297;NA;146;185;74.5;72.89;793.67;1658.58;46.1;336.74;12.4;25
3;30;BRISONr_37;2018;KAD;LLN_WF;B2;297;NA;144;186;73;61.88;1039.17;2223.33;52.22;203.45;12.7;23
3;31;BRISONr_20;2018;KAD;LLN_WF;B2;297;NA;148;180;97.5;60.25;664.17;1360.83;45.68;362.89;12.9;27.2
3;32;BRISONr_147;2018;KAD;LLN_WF;B2;297;NA;143;186;116;73.62;642;1265.83;43.48;391.81;11.9;23.2
3;33;BRISONr_176;2018;KAD;LLN_WF;B2;297;NA;144;184;75;63.64;597.5;1429.5;46.68;488.18;12.8;43.9
3;34;BRISONr_17;2018;KAD;LLN_WF;B2;297;NA;146;185;82;79.21;513.33;1079.5;42.88;642.94;11.7;23.1
3;35;BRISONr_113;2018;KAD;LLN_WF;B2;297;NA;146;186;77.5;71.87;554.5;1582.58;47.04;486.08;11.7;21.2
3;36;BRISONr_22;2018;KAD;LLN_WF;B2;297;NA;146;186;81.5;78.4;767.17;1604.17;41;587.61;12.1;26.7
3;37;BRISONr_50;2018;KAD;LLN_WF;B2;297;NA;145;184;96.5;72.15;530.58;1328.33;48.06;396.62;13;29.1
3;38;BRISONr_158;2018;KAD;LLN_WF;B2;297;NA;150;186;81.5;64.07;941.83;1889;44.5;396.85;11.8;32.5
3;39;BRISONr_221;2018;KAD;LLN_WF;B2;297;NA;149;188;86;67.99;603.17;1981.83;44.48;375.74;12.2;21.4
3;40;BRISONr_73;2018;KAD;LLN_WF;B2;297;NA;150;186;82;73.87;535.83;1749.17;46.48;907.58;11.1;18
4;22;BRISONr_129;2018;KAD;LLN_WF;B2;297;NA;145;186;86;69.75;1016.42;1913.08;46.7;217.3;13.1;39.2
4;23;BRISONr_188;2018;KAD;LLN_WF;B2;297;NA;142;185;71;62.96;827.17;1698.33;48.66;336.2;12.6;28
4;24;BRISONr_177;2018;KAD;LLN_WF;B2;297;NA;140;185;92;73.7;561.67;1144.17;47.62;656.05;10.9;14.8
4;25;BRISONr_106;2018;KAD;LLN_WF;B2;297;NA;146;186;85;79.69;1005.83;2230;44.54;336.72;11.9;19.9
4;26;BRISONr_109;2018;KAD;LLN_WF;B2;297;NA;149;185;76.5;68.92;533.58;1130.83;46.24;828.82;12.4;29.8
4;27;BRISONr_91;2018;KAD;LLN_WF;B2;297;NA;146;186;78.5;63.98;750;1638.33;48.44;369.68;12.1;27.9
4;28;BRISONr_202;2018;KAD;LLN_WF;B2;297;NA;142;186;81.5;59.97;914.67;1692.58;45.28;256.79;12;19.8
4;29;BRISONr_59;2018;KAD;LLN_WF;B2;297;NA;148;186;73;61.8;694.08;1376.75;45.08;356.16;11.9;19.3
4;30;BRISONr_41;2018;KAD;LLN_WF;B2;297;NA;146;185;94.5;72.24;852.5;2244.17;45.92;289.53;11.5;23.2
4;31;BRISONr_164;2018;KAD;LLN_WF;B2;297;NA;148;186;72;69.35;698.67;1426.08;42.96;380.5;12.4;26.1
4;32;BRISONr_47;2018;KAD;LLN_WF;B2;297;NA;146;185;78.5;72.65;706.67;1567.5;44.32;651.1;12.3;29.4
4;33;BRISONr_189;2018;KAD;LLN_WF;B2;297;NA;137;184;92;68.03;625.25;1516.92;44.88;444.28;12.1;27.4
4;34;BRISONr_103;2018;KAD;LLN_WF;B2;297;NA;146;186;86;77.7;720;1385.83;42.28;494.62;12;32.1
4;35;BRISONr_226;2018;KAD;LLN_WF;B2;297;NA;144;186;70;80.92;512.5;1297.83;41.76;802.57;12.2;36.5
4;36;BRISONr_181;2018;KAD;LLN_WF;B2;297;NA;138;186;82.5;80.6;790;1690;43.54;569.67;10.7;16.4
4;37;BRISONr_227;2018;KAD;LLN_WF;B2;297;NA;146;189;98;87.33;550;1239.17;46.14;807.15;11.4;16.9
4;38;BRISONr_67;2018;KAD;LLN_WF;B2;297;NA;145;186;83;89.29;695.83;1490;49.76;513.28;10.6;22.9
4;39;BRISONr_192;2018;KAD;LLN_WF;B2;297;NA;142;183;71.5;67.73;908.58;1821.08;46.78;223.65;11.8;22.7
4;40;BRISONr_28;2018;KAD;LLN_WF;B2;297;NA;148;186;87.5;82.14;1010.25;2025.08;50.24;392.97;11;20.8
4;41;BRISONr_79;2018;KAD;LLN_WF;B2;297;NA;146;186;78.5;76.03;641.67;2080.83;43.2;375.2;12.1;23.8
5;22;BRISONr_38;2018;KAD;LLN_WF;B2;297;NA;146;186;92;74.87;598.42;1403.25;50.34;615.13;12;31.1
5;23;BRISONr_206;2018;KAD;LLN_WF;B2;297;NA;134;178;84;61.82;765.83;1500.17;45.74;201.82;10.8;12.9
5;24;BRISONr_80;2018;KAD;LLN_WF;B2;297;NA;146;184;84.5;79.49;693.5;2279;51.34;477.57;12;27
5;25;BRISONr_78;2018;KAD;LLN_WF;B2;297;NA;145;184;83;77.67;860;1941.67;36.68;413.91;12.7;38.5
5;26;BRISONr_44;2018;KAD;LLN_WF;B2;297;NA;145;186;74.5;74.05;860.75;1657.67;42.02;408.63;11.7;18.5
5;27;BRISONr_55;2018;KAD;LLN_WF;B2;297;NA;148;184;81;66.42;660.83;1655.17;48.44;335.04;11.9;17.4
5;28;BRISONr_145;2018;KAD;LLN_WF;B2;297;NA;149;185;72.5;67.04;919.58;1838.92;49.46;255.15;10.8;16.8
5;29;BRISONr_184;2018;KAD;LLN_WF;B2;297;NA;136;179;74.5;57.11;615;1440.25;41.46;355.98;12.1;27.4
5;30;BRISONr_49;2018;KAD;LLN_WF;B2;297;NA;145;185;94;68.44;1039.33;2103.5;45.1;241.44;11.8;28
5;31;BRISONr_102;2018;KAD;LLN_WF;B2;297;NA;146;183;82;70.27;699.17;1700.58;49.88;435.5;11.9;26.7
5;32;BRISONr_122;2018;KAD;LLN_WF;B2;297;NA;148;185;80;70.97;798.33;1681.67;49.3;392.63;12.8;27.6
5;33;BRISONr_23;2018;KAD;LLN_WF;B2;297;NA;143;183;90;78.05;608.33;1362.5;50.24;395.58;12.7;42.5
5;34;BRISONr_75;2018;KAD;LLN_WF;B2;297;NA;144;186;78.5;72.92;692.5;1445.83;48.86;544.07;11.2;14.6
5;35;BRISONr_66;2018;KAD;LLN_WF;B2;297;NA;146;185;82;72.89;642.58;1737.25;51.1;368.65;12.1;26.3
5;36;BRISONr_205;2018;KAD;LLN_WF;B2;297;NA;141;186;99.5;60.5;774.67;1592.67;46.7;331.93;12;28.5
5;37;BRISONr_173;2018;KAD;LLN_WF;B2;297;NA;140;184;75.5;71.69;722.75;1366;50.38;487.67;11.6;15.5
5;38;BRISONr_222;2018;KAD;LLN_WF;B2;297;NA;147;185;88.5;78.78;680;1396.67;43.96;550.28;11.9;20
5;39;BRISONr_36;2018;KAD;LLN_WF;B2;297;NA;146;185;95;83.82;777.5;1569.42;49.98;404.3;12.9;36.8
5;40;BRISONr_115;2018;KAD;LLN_WF;B2;297;NA;145;185;79;82.14;555.5;1372.42;45.62;998.06;11.5;14.2
5;41;BRISONr_83;2018;KAD;LLN_WF;B2;297;NA;147;186;80;77.81;798.33;1877.67;44.12;333;12.5;19.5
5;42;BRISONr_101;2018;KAD;LLN_WF;B2;297;NA;146;184;86.5;69.67;864.17;1770.83;46.04;342.65;13.5;27.7
6;22;BRISONr_81;2018;KAD;LLN_WF;B2;297;NA;148;185;75.5;77.06;813.33;1732.25;44.66;363.18;10.9;15.3
6;23;BRISONr_185;2018;KAD;LLN_WF;B2;297;NA;138;185;83.5;78.47;1104.42;2332.08;47.18;331.58;12.2;30.6
6;24;BRISONr_111;2018;KAD;LLN_WF;B2;297;NA;146;186;91;78.8;980;2153.75;42.72;227.82;11.8;25.2
6;25;BRISONr_114;2018;KAD;LLN_WF;B2;297;NA;147;185;84;73.54;365;1699.17;38.54;654.77;12.4;22.2
6;26;BRISONr_121;2018;KAD;LLN_WF;B2;297;NA;142;186;91;67.77;935;1971.67;41.38;404.71;12.2;26.7
6;27;BRISONr_162;2018;KAD;LLN_WF;B2;297;NA;146;184;80.5;70.22;763.33;1502.5;41.36;605.58;11.9;22.7
6;28;BRISONr_71;2018;KAD;LLN_WF;B2;297;NA;145;186;87.5;70.9;789.83;1581.08;39.9;359.04;11.8;22.1
6;29;BRISONr_135;2018;KAD;LLN_WF;B2;297;NA;146;184;82;63.98;421.67;1075;47.66;467.84;12.3;27.1
6;30;BRISONr_25;2018;KAD;LLN_WF;B2;297;NA;144;185;94;66.28;535.92;1173.67;47.32;515.34;11.6;19.8
6;31;BRISONr_143;2018;KAD;LLN_WF;B2;297;NA;143;184;88;77.06;760;1659.58;52.6;245.03;9.9;20.8
6;32;BRISONr_133;2018;KAD;LLN_WF;B2;297;NA;145;188;84;70.01;1010.17;2102.17;47.38;329.21;11.9;27.1
6;33;BRISONr_19;2018;KAD;LLN_WF;B2;297;NA;146;184;91;78.26;645;1550;48.44;637.01;12.3;24.6
6;34;BRISONr_138;2018;KAD;LLN_WF;B2;297;NA;145;184;93;70.32;577.25;1223.83;45.2;598.97;12.4;30.2
6;35;BRISONr_89;2018;KAD;LLN_WF;B2;297;NA;145;185;78;75.93;814.92;1812.75;41.7;333.88;11.4;18.1
6;36;BRISONr_30;2018;KAD;LLN_WF;B2;297;NA;145;186;95.5;77.77;343.33;732.5;39.06;981.51;10.1;12.9
6;37;BRISONr_153;2018;KAD;LLN_WF;B2;297;NA;144;183;78.5;69.89;499.17;1117.5;39.18;595.07;12;37.4
6;38;BRISONr_31;2018;KAD;LLN_WF;B2;297;NA;148;185;78.5;79.48;674.17;1364.17;43.3;609.08;13.4;38.4
6;39;BRISONr_11;2018;KAD;LLN_WF;B2;297;NA;148;185;79;84.97;920.67;2204.08;52.6;484.55;12.5;36
6;40;BRISONr_7;2018;KAD;LLN_WF;B2;297;NA;146;186;82;82.92;700;1571.67;41.48;552.79;12.2;25.4
6;41;BRISONr_95;2018;KAD;LLN_WF;B2;297;NA;146;185;85;80.6;809.58;1564.17;44.1;489.52;12.5;26.6
6;42;BRISONr_10;2018;KAD;LLN_WF;B2;297;NA;146;184;75.5;72.86;508.33;1232.5;45.42;453.91;12.2;32.6
7;22;BRISONr_9;2018;KAD;LLN_WF;B2;297;NA;146;183;96;73.08;839.17;1671.67;41.38;355.61;13.7;46.5
7;23;BRISONr_139;2018;KAD;LLN_WF;B2;297;NA;147;183;85;67.51;716.67;1407.5;45.48;368.94;12.8;36.4
