Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
21;16;BRISONr_185;2020;KAD;LN_WF;B1;298;NA;223;264;65.50;71.03;NA;NA;20.96;0.53;546;10.50;24.20;41.10;0.39;1.75;3.47;43.84
21;17;BRISONr_164;2020;KAD;LN_WF;B1;298;NA;225;266;82.50;76.32;NA;NA;17.48;0.57;688;9.00;16.20;50.50;0.36;1.98;3.57;42.85
21;18;BRISONr_18;2020;KAD;LN_WF;B1;298;NA;224;268;74.50;60.00;NA;NA;22.45;0.42;621;9.00;18.80;49.10;0.33;1.98;3.57;42.85
22;1;BRISONr_224;2020;KAD;LN_WF;B1;298;NA;222;264;65.50;80.49;NA;NA;22.16;0.56;546;9.20;17.30;51.65;0.37;2.18;3.97;43.60
22;2;BRISONr_170;2020;KAD;LN_WF;B1;298;NA;222;264;73.50;85.89;NA;NA;21.45;0.55;613;9.30;17.40;41.65;0.37;2.18;3.97;43.60
22;3;BRISONr_151;2020;KAD;LN_WF;B1;298;NA;222;267;70.00;74.00;NA;NA;24.36;0.55;583;9.10;9.20;51.70;0.40;1.73;3.49;44.38
22;4;BRISONr_81;2020;KAD;LN_WF;B1;298;NA;223;270;67.00;77.03;NA;NA;23.13;0.53;558;9.40;24.80;52.20;0.36;1.83;3.51;44.37
22;5;BRISONr_107;2020;KAD;LN_WF;B1;298;NA;223;259;72.00;67.41;NA;NA;24.47;0.47;600;9.10;21.90;47.05;0.40;2.18;3.44;43.03
22;6;BRISONr_46;2020;KAD;LN_WF;B1;298;NA;219;265;73.00;70.00;NA;NA;24.65;0.55;608;8.30;13.60;46.10;0.41;2.18;3.44;43.03
22;7;BRISONr_184;2020;KAD;LN_WF;B1;298;NA;223;266;60.50;59.89;NA;NA;26.78;0.46;504;9.20;21.00;39.15;0.38;1.82;4.09;47.96
22;8;BRISONr_21;2020;KAD;LN_WF;B1;298;NA;216;273;69.50;79.24;NA;NA;24.71;0.55;579;9.00;9.00;46.75;0.36;1.82;4.09;47.96
22;9;BRISONr_175;2020;KAD;LN_WF;B1;298;NA;221;271;88.00;0.11;NA;NA;21.18;0.01;733;9.30;16.80;51.40;0.39;1.82;4.09;47.96
22;10;BRISONr_138;2020;KAD;LN_WF;B1;298;NA;224;271;73.00;0.05;NA;NA;21.58;0.00;608;9.30;10.20;50.90;0.41;2.00;4.05;45.61
22;11;BRISONr_159;2020;KAD;LN_WF;B1;298;NA;223;273;81.00;74.22;NA;NA;24.24;0.48;675;8.80;19.40;44.40;0.41;2.00;4.05;45.61
22;12;BRISONr_147;2020;KAD;LN_WF;B1;298;NA;218;266;80.00;74.49;NA;NA;22.59;0.49;667;10.10;15.20;42.10;0.39;1.76;4.05;44.58
22;13;BRISONr_116;2020;KAD;LN_WF;B1;298;NA;224;266;79.00;57.78;NA;NA;21.34;0.43;658;9.00;13.90;48.95;0.40;1.76;4.05;44.58
22;14;BRISONr_150;2020;KAD;LN_WF;B1;298;NA;224;265;83.50;68.49;NA;NA;20.54;0.47;696;9.50;15.60;45.40;0.40;1.85;3.70;45.75
22;15;BRISONr_90;2020;KAD;LN_WF;B1;298;NA;222;271;66.50;75.95;NA;NA;25.82;0.48;554;9.90;9.00;45.65;0.38;1.85;3.70;45.75
22;16;BRISONr_162;2020;KAD;LN_WF;B1;298;NA;222;271;84.00;76.05;NA;NA;23.59;0.50;700;9.50;21.40;43.65;0.34;2.27;4.09;42.29
22;17;BRISONr_74;2020;KAD;LN_WF;B1;298;NA;220;271;77.00;81.35;NA;NA;24.67;0.51;642;9.70;19.90;46.60;0.39;2.15;2.28;32.79
23;1;BRISONr_108;2020;KAD;HN_WF;B1;298;NA;226;265;82.50;100.97;NA;NA;25.74;0.57;688;12.20;35.40;59.55;0.35;1.89;3.59;46.86
23;2;BRISONr_58;2020;KAD;HN_WF;B1;298;NA;226;266;76.50;102.27;NA;NA;24.9;0.60;638;12.20;38.60;54.85;0.38;1.89;3.59;46.86
23;3;BRISONr_107;2020;KAD;HN_WF;B1;298;NA;221;264;81.00;99.35;NA;NA;24.99;0.60;675;12.50;56.40;56.20;0.39;1.74;3.80;45.17
23;4;BRISONr_133;2020;KAD;HN_WF;B1;298;NA;222;264;87.50;96.97;NA;NA;26.44;0.53;729;13.00;48.00;51.85;0.39;1.75;3.70;44.66
23;5;BRISONr_68;2020;KAD;HN_WF;B1;298;NA;214;264;79.50;108.76;NA;NA;22.21;0.59;663;13.00;50.40;45.80;0.41;1.75;3.70;44.66
23;6;BRISONr_16;2020;KAD;HN_WF;B1;298;NA;225;265;77.50;103.68;NA;NA;23.01;0.61;646;10.70;23.10;57.15;0.38;2.24;4.46;46.60
23;7;BRISONr_83;2020;KAD;HN_WF;B1;298;NA;224;265;87.50;115.14;NA;NA;23.18;0.59;729;11.60;35.80;51.45;0.39;2.24;4.46;46.60
23;8;BRISONr_222;2020;KAD;HN_WF;B1;298;NA;226;264;77.50;125.41;NA;NA;23.6;0.64;646;12.20;30.10;60.20;0.36;1.92;3.92;44.87
23;9;BRISONr_84;2020;KAD;HN_WF;B1;298;NA;225;272;79.50;103.46;NA;NA;24.08;0.61;663;12.40;48.60;53.05;0.40;1.92;3.92;44.87
23;10;BRISONr_102;2020;KAD;HN_WF;B1;298;NA;212;265;89.50;100.76;NA;NA;20.84;0.58;746;11.90;38.90;47.05;0.39;2.19;4.15;46.22
23;11;BRISONr_73;2020;KAD;HN_WF;B1;298;NA;223;267;84.50;109.95;NA;NA;24.9;0.59;704;11.70;32.40;55.20;0.37;1.92;3.07;43.21
23;12;BRISONr_177;2020;KAD;HN_WF;B1;298;NA;226;269;68.00;97.35;NA;NA;21.54;0.66;567;12.40;36.70;54.95;0.44;1.92;3.07;43.21
23;13;BRISONr_44;2020;KAD;HN_WF;B1;298;NA;214;267;81.50;111.35;NA;NA;20.9;0.62;679;12.00;34.30;52.00;0.41;1.83;3.55;43.38
23;14;BRISONr_92;2020;KAD;HN_WF;B1;298;NA;229;267;90.50;111.35;NA;NA;24.39;0.61;754;12.80;44.20;51.25;0.38;1.83;3.55;43.38
23;15;BRISONr_10;2020;KAD;HN_WF;B1;298;NA;228;267;78.00;108.32;NA;NA;23.76;0.60;650;12.10;48.10;49.80;0.39;2.10;3.05;41.70
23;16;BRISONr_31;2020;KAD;HN_WF;B1;298;NA;219;267;81.00;113.73;NA;NA;23.21;0.66;675;12.40;38.10;50.25;0.34;2.21;2.75;40.93
23;17;BRISONr_94;2020;KAD;HN_WF;B1;298;NA;226;265;81.00;100.59;NA;NA;26.94;0.60;675;12.80;63.10;48.10;0.32;2.10;3.05;41.70
23;18;BRISONr_196;2020;KAD;HN_WF;B1;298;NA;221;264;77.00;68.86;NA;NA;24.54;0.57;642;11.80;41.10;42.85;0.37;1.78;3.73;44.72
23;19;BRISONr_223;2020;KAD;HN_WF;B1;298;NA;224;265;82.50;117.30;NA;NA;24.79;0.63;688;14.70;60.80;55.70;0.41;2.21;2.75;40.93
23;20;BRISONr_168;2020;KAD;HN_WF;B1;298;NA;223;265;90.50;84.97;NA;NA;24.67;0.56;754;12.20;51.50;51.85;0.44;1.78;3.73;44.72
23;21;BRISONr_3;2020;KAD;HN_WF;B1;298;NA;212;265;73.50;98.59;NA;NA;23.01;0.61;613;11.80;27.10;53.20;0.37;1.83;3.51;42.51
24;1;BRISONr_224;2020;KAD;HN_WF;B1;298;NA;224;271;76.00;101.41;NA;NA;21.86;0.61;633;11.90;37.00;51.80;0.40;2.15;3.74;45.23
24;2;BRISONr_180;2020;KAD;HN_WF;B1;298;NA;224;263;66.50;68.92;NA;NA;24.58;0.52;554;12.70;50.20;55.35;0.42;1.83;3.51;42.51
24;3;BRISONr_28;2020;KAD;HN_WF;B1;298;NA;224;267;77.00;108.97;NA;NA;23.53;0.61;642;12.20;58.90;53.65;0.40;1.97;4.44;46.42
24;4;BRISONr_188;2020;KAD;HN_WF;B1;298;NA;224;265;78.00;93.41;NA;NA;23.93;0.53;650;11.90;44.20;48.85;0.37;2.15;3.74;45.23
24;5;BRISONr_195;2020;KAD;HN_WF;B1;298;NA;219;265;75.00;99.95;NA;NA;22.62;0.53;625;13.80;52.50;48.65;0.39;1.97;4.44;46.42
24;6;BRISONr_35;2020;KAD;HN_WF;B1;298;NA;215;264;85.00;102.00;NA;NA;21.46;0.65;708;11.60;25.70;50.85;0.38;1.78;4.22;44.85
24;7;BRISONr_193;2020;KAD;HN_WF;B1;298;NA;227;263;76.50;103.30;NA;NA;26.07;0.58;638;12.90;45.50;51.10;0.38;2.12;3.67;44.47
24;8;BRISONr_198;2020;KAD;HN_WF;B1;298;NA;224;258;90.00;93.95;NA;NA;26.27;0.56;750;12.00;33.30;48.15;0.38;1.85;3.43;46.58
24;9;BRISONr_111;2020;KAD;HN_WF;B1;298;NA;222;265;82.50;112.00;NA;NA;21.32;0.60;688;12.50;57.90;52.35;0.42;2.12;3.67;44.47
24;10;BRISONr_39;2020;KAD;HN_WF;B1;298;NA;221;267;74.00;100.05;NA;NA;22.52;0.63;617;12.60;56.40;56.00;0.43;1.85;3.43;46.58
24;11;BRISONr_50;2020;KAD;HN_WF;B1;298;NA;225;267;72.00;104.65;NA;NA;21.55;0.57;600;11.60;27.40;50.00;0.36;2.21;5.25;47.79
24;12;BRISONr_173;2020;KAD;HN_WF;B1;298;NA;221;264;104.50;83.89;NA;NA;24.41;0.40;871;13.30;59.90;46.00;0.39;1.94;3.65;43.99
24;13;BRISONr_120;2020;KAD;HN_WF;B1;298;NA;224;265;81.00;108.76;NA;NA;23.92;0.56;675;13.10;46.70;54.70;0.40;2.21;5.25;47.79
24;14;BRISONr_125;2020;KAD;HN_WF;B1;298;NA;226;268;86.00;116.32;NA;NA;22.04;0.59;717;11.90;44.00;48.40;0.41;2.01;3.92;46.89
24;15;BRISONr_38;2020;KAD;HN_WF;B1;298;NA;225;264;80.50;110.59;NA;NA;23.08;0.60;671;13.70;53.00;50.55;0.44;1.94;3.65;43.99
24;16;BRISONr_100;2020;KAD;HN_WF;B1;298;NA;227;267;84.50;113.84;NA;NA;22.71;0.61;704;13.10;53.80;50.85;0.41;2.01;3.92;46.89
24;17;BRISONr_4;2020;KAD;HN_WF;B1;298;NA;210;264;72.00;119.03;NA;NA;20.72;0.67;600;12.30;41.00;54.00;0.35;2.11;2.92;45.13
24;18;BRISONr_88;2020;KAD;HN_WF;B1;298;NA;224;266;79.50;106.70;NA;NA;22.6;0.59;663;13.30;55.90;53.40;0.41;2.11;2.92;45.13
24;19;BRISONr_170;2020;KAD;HN_WF;B1;298;NA;223;265;81.50;74.38;NA;NA;22.52;0.56;679;12.70;62.90;48.85;0.36;1.87;3.61;43.41
24;20;BRISONr_51;2020;KAD;HN_WF;B1;298;NA;224;265;80.50;110.49;NA;NA;21.96;0.60;671;11.90;31.80;54.75;0.38;2.22;3.79;46.37
24;21;BRISONr_70;2020;KAD;HN_WF;B1;298;NA;226;264;84.00;110.70;NA;NA;23.67;0.59;700;12.40;39.00;47.45;0.41;1.87;3.61;43.41
25;1;BRISONr_112;2020;KAD;HN_WF;B1;298;NA;221;270;83.50;96.59;NA;NA;25.57;0.54;696;11.70;43.30;45.10;0.37;2.22;3.79;46.37
25;2;BRISONr_45;2020;KAD;HN_WF;B1;298;NA;224;265;86.00;101.89;NA;NA;23.74;0.54;717;12.20;58.60;53.40;0.39;1.85;4.00;45.07
25;3;BRISONr_60;2020;KAD;HN_WF;B1;298;NA;221;263;83.50;106.22;NA;NA;20.12;0.62;696;14.70;73.10;49.40;0.39;1.73;4.01;43.71
25;4;BRISONr_212;2020;KAD;HN_WF;B1;298;NA;224;261;88.50;95.46;NA;NA;23.66;0.59;738;11.50;28.30;49.70;0.39;1.90;2.22;28.70
25;5;BRISONr_18;2020;KAD;HN_WF;B1;298;NA;224;267;84.50;107.78;NA;NA;23.08;0.59;704;11.80;53.60;49.40;0.39;1.90;2.22;28.70
25;6;BRISONr_201;2020;KAD;HN_WF;B1;298;NA;223;267;74.00;99.73;NA;NA;26.5;0.56;617;14.30;54.30;47.40;0.41;1.90;2.22;28.70
25;7;BRISONr_59;2020;KAD;HN_WF;B1;298;NA;225;264;78.50;106.32;NA;NA;23.86;0.56;654;12.20;40.40;53.45;0.40;2.08;4.02;43.94
25;8;BRISONr_37;2020;KAD;HN_WF;B1;298;NA;225;264;80.00;98.43;NA;NA;23.39;0.56;667;11.50;33.30;50.40;0.40;1.90;4.79;46.02
25;9;BRISONr_176;2020;KAD;HN_WF;B1;298;NA;224;266;124.50;86.49;NA;NA;22.92;0.48;1038;12.50;42.30;48.65;0.37;1.90;4.79;46.02
25;10;BRISONr_190;2020;KAD;HN_WF;B1;298;NA;224;265;75.50;79.78;NA;NA;22.32;0.60;629;12.90;47.00;53.10;0.39;1.90;4.79;46.02
25;11;BRISONr_63;2020;KAD;HN_WF;B1;298;NA;216;266;87.00;102.81;NA;NA;22.17;0.57;725;12.10;40.50;48.95;0.42;2.06;3.87;44.70
25;12;BRISONr_67;2020;KAD;HN_WF;B1;298;NA;223;268;88.50;116.00;NA;NA;27.61;0.59;738;11.90;44.10;52.55;0.44;1.79;10.30;70.37
25;13;BRISONr_140;2020;KAD;HN_WF;B1;298;NA;216;264;99.50;89.30;NA;NA;21.52;0.48;829;11.20;32.40;51.60;0.43;1.79;10.30;70.37
25;14;BRISONr_204;2020;KAD;HN_WF;B1;298;NA;222;264;89.50;114.05;NA;NA;22.43;0.60;746;12.00;32.00;55.75;0.46;2.06;3.87;44.70
25;15;BRISONr_96;2020;KAD;HN_WF;B1;298;NA;224;263;95.00;105.51;NA;NA;23.55;0.55;792;11.30;21.90;48.80;0.40;1.88;3.71;43.29
25;16;BRISONr_143;2020;KAD;HN_WF;B1;298;NA;217;264;93.50;102.32;NA;NA;21.91;0.56;779;11.80;40.90;50.30;0.40;2.11;3.55;43.84
25;17;BRISONr_152;2020;KAD;HN_WF;B1;298;NA;212;266;91.50;97.57;NA;NA;20.57;0.57;763;12.70;44.30;46.35;0.37;1.88;3.71;43.29
25;18;BRISONr_199;2020;KAD;HN_WF;B1;298;NA;224;264;74.00;79.57;NA;NA;22.54;0.55;617;11.80;52.30;47.95;0.40;1.94;4.10;45.60
25;19;BRISONr_57;2020;KAD;HN_WF;B1;298;NA;228;265;80.00;96.38;NA;NA;23.63;0.54;667;13.00;43.90;51.05;0.38;1.76;7.88;80.15
25;20;BRISONr_134;2020;KAD;HN_WF;B1;298;NA;224;264;79.50;94.70;NA;NA;26.2;0.59;663;12.20;49.60;56.85;0.36;1.94;4.10;45.60
25;21;BRISONr_49;2020;KAD;HN_WF;B1;298;NA;213;265;82.00;101.51;NA;NA;23.72;0.55;683;12.40;50.00;59.45;0.39;1.77;4.67;46.40
26;1;BRISONr_119;2020;KAD;HN_WF;B1;298;NA;226;265;85.50;96.59;NA;NA;22.76;0.55;713;10.80;32.10;53.30;0.40;2.11;4.00;45.52
26;2;BRISONr_114;2020;KAD;HN_WF;B1;298;NA;224;263;81.50;95.73;NA;NA;21.08;0.55;679;12.40;40.20;50.65;0.39;1.77;4.67;46.40
26;3;BRISONr_131;2020;KAD;HN_WF;B1;298;NA;225;265;88.00;97.95;NA;NA;23.73;0.54;733;13.00;38.60;44.90;0.38;2.19;3.58;43.53
26;4;BRISONr_20;2020;KAD;HN_WF;B1;298;NA;225;266;70.50;94.54;NA;NA;26.02;0.56;588;12.60;57.00;52.15;0.38;2.19;3.58;43.53
26;5;BRISONr_26;2020;KAD;HN_WF;B1;298;NA;224;263;84.50;109.08;NA;NA;22.14;0.61;704;11.60;34.00;49.55;0.38;1.98;3.73;44.16
26;6;BRISONr_1;2020;KAD;HN_WF;B1;298;NA;223;264;72.50;112.00;NA;NA;20.34;0.63;604;13.80;50.90;48.05;0.39;1.79;4.63;45.58
26;7;BRISONr_174;2020;KAD;HN_WF;B1;298;NA;213;263;114.50;90.43;NA;NA;19.93;0.43;954;12.10;35.50;48.60;0.38;1.79;4.63;45.58
26;8;BRISONr_137;2020;KAD;HN_WF;B1;298;NA;223;265;82.00;99.41;NA;NA;24.66;0.57;683;11.60;31.20;52.65;0.39;1.79;4.63;45.58
26;9;BRISONr_213;2020;KAD;HN_WF;B1;298;NA;224;267;91.00;100.22;NA;NA;20.44;0.57;758;13.10;63.50;45.20;0.39;1.98;3.73;44.16
26;10;BRISONr_81;2020;KAD;HN_WF;B1;298;NA;222;264;76.00;103.68;NA;NA;23.52;0.62;633;12.80;53.90;53.55;0.37;2.05;2.45;45.65
26;11;BRISONr_78;2020;KAD;HN_WF;B1;298;NA;224;261;83.00;105.14;NA;NA;25.42;0.58;692;13.20;56.10;53.45;0.39;2.05;2.45;45.65
26;12;BRISONr_12;2020;KAD;HN_WF;B1;298;NA;225;265;76.50;106.38;NA;NA;24.27;0.61;638;13.80;57.60;54.35;0.40;2.17;4.38;45.46
26;13;BRISONr_226;2020;KAD;HN_WF;B1;298;NA;222;264;85.00;118.16;NA;NA;20.2;0.64;708;12.60;40.60;51.05;0.39;2.08;4.01;46.97
26;14;BRISONr_19;2020;KAD;HN_WF;B1;298;NA;225;266;82.50;112.00;NA;NA;25.74;0.57;688;12.20;35.40;49.90;0.44;2.17;4.38;45.46
26;15;BRISONr_54;2020;KAD;HN_WF;B1;298;NA;225;265;87.00;119.46;NA;NA;24.9;0.62;725;12.20;38.60;50.75;0.43;1.75;3.79;45.18
26;16;BRISONr_207;2020;KAD;HN_WF;B1;298;NA;223;266;83.00;102.70;NA;NA;24.99;0.60;692;12.50;56.40;50.50;0.37;1.89;3.25;42.62
26;17;BRISONr_183;2020;KAD;HN_WF;B1;298;NA;222;265;79.00;97.30;NA;NA;26.44;0.62;658;13.00;48.00;51.10;0.34;1.75;3.79;45.18
26;18;BRISONr_227;2020;KAD;HN_WF;B1;298;NA;223;265;81.00;112.32;NA;NA;22.21;0.61;675;13.00;50.40;51.95;0.38;2.03;3.36;43.89
26;19;BRISONr_209;2020;KAD;HN_WF;B1;298;NA;221;263;87.50;92.43;NA;NA;23.01;0.54;729;10.70;23.10;47.00;0.38;2.03;3.36;43.89
26;20;BRISONr_29;2020;KAD;HN_WF;B1;298;NA;225;265;78.00;114.38;NA;NA;23.18;0.64;650;11.60;35.80;49.55;0.39;2.03;3.36;43.89
26;21;BRISONr_115;2020;KAD;HN_WF;B1;298;NA;213;264;87.00;115.89;NA;NA;23.6;0.62;725;12.20;30.10;55.10;0.36;1.89;3.25;42.62
27;1;BRISONr_2;2020;KAD;HN_WF;B1;298;NA;217;267;69.50;117.19;NA;NA;24.08;0.66;579;12.40;48.60;56.25;0.39;1.99;4.10;44.76
27;2;BRISONr_128;2020;KAD;HN_WF;B1;298;NA;225;267;89.50;114.49;NA;NA;20.84;0.54;746;11.90;38.90;53.65;0.39;1.84;3.61;44.81
27;3;BRISONr_203;2020;KAD;HN_WF;B1;298;NA;224;266;86.50;91.89;NA;NA;24.9;0.53;721;11.70;32.40;55.35;0.38;1.99;4.10;44.76
27;4;BRISONr_91;2020;KAD;HN_WF;B1;298;NA;224;267;82.00;105.62;NA;NA;21.54;0.58;683;12.40;36.70;51.80;0.39;1.75;4.85;46.99
27;5;BRISONr_90;2020;KAD;HN_WF;B1;298;NA;223;255;80.50;102.54;NA;NA;20.9;0.55;671;12.00;34.30;49.55;0.39;1.84;3.61;44.81
27;6;BRISONr_163;2020;KAD;HN_WF;B1;298;NA;225;256;95.50;103.14;NA;NA;24.39;0.53;796;12.80;44.20;50.70;0.37;1.75;4.85;46.99
27;7;BRISONr_149;2020;KAD;HN_WF;B1;298;NA;224;264;87.50;95.57;NA;NA;23.76;0.57;729;12.10;48.10;48.35;0.42;1.78;3.81;44.88
27;8;BRISONr_21;2020;KAD;HN_WF;B1;298;NA;228;265;80.00;104.59;NA;NA;23.21;0.57;667;12.40;38.10;50.75;0.38;2.11;4.24;44.91
27;9;BRISONr_116;2020;KAD;HN_WF;B1;298;NA;228;263;84.50;95.57;NA;NA;26.94;0.57;704;12.80;63.10;51.35;0.40;1.78;3.81;44.88
27;10;BRISONr_187;2020;KAD;HN_WF;B1;298;NA;217;269;71.00;69.30;NA;NA;24.54;0.56;592;11.80;41.10;46.05;0.40;2.04;4.14;44.93
27;11;BRISONr_87;2020;KAD;HN_WF;B1;298;NA;216;265;87.50;108.00;NA;NA;24.79;0.58;729;14.70;60.80;47.70;0.45;2.02;3.78;45.65
27;12;BRISONr_156;2020;KAD;HN_WF;B1;298;NA;219;265;97.50;83.68;NA;NA;24.67;0.50;813;12.20;51.50;51.95;0.41;1.96;3.47;44.13
27;13;BRISONr_162;2020;KAD;HN_WF;B1;298;NA;213;265;94.50;103.19;NA;NA;23.01;0.57;788;11.80;27.10;52.15;0.45;2.02;3.78;45.65
27;14;BRISONr_95;2020;KAD;HN_WF;B1;298;NA;214;267;85.00;107.51;NA;NA;21.86;0.61;708;11.90;37.00;53.50;0.42;1.96;3.47;44.13
27;15;BRISONr_172;2020;KAD;HN_WF;B1;298;NA;224;267;97.50;80.70;NA;NA;24.58;0.54;813;12.70;50.20;46.35;0.42;2.05;3.13;44.52
27;16;BRISONr_117;2020;KAD;HN_WF;B1;298;NA;226;263;96.00;101.35;NA;NA;23.53;0.59;800;12.20;58.90;53.30;0.40;1.96;3.37;44.90
27;17;BRISONr_197;2020;KAD;HN_WF;B1;298;NA;218;265;70.00;58.43;NA;NA;23.93;0.63;583;11.90;44.20;53.35;0.40;2.05;3.13;44.52
27;18;BRISONr_136;2020;KAD;HN_WF;B1;298;NA;226;264;90.00;105.51;NA;NA;22.62;0.56;750;13.80;52.50;50.90;0.39;2.22;4.66;46.88
27;19;BRISONr_144;2020;KAD;HN_WF;B1;298;NA;224;267;94.50;99.62;NA;NA;21.46;0.54;788;11.60;25.70;52.30;0.41;1.96;3.37;44.90
27;20;BRISONr_80;2020;KAD;HN_WF;B1;298;NA;229;263;86.50;109.73;NA;NA;26.07;0.60;721;12.90;45.50;47.25;0.38;2.22;4.66;46.88
27;21;BRISONr_132;2020;KAD;HN_WF;B1;298;NA;224;265;82.50;108.65;NA;NA;26.27;0.61;688;12.00;33.30;46.35;0.37;2.06;3.44;45.98
28;1;BRISONr_189;2020;KAD;HN_WF;B1;298;NA;223;265;87.00;89.78;NA;NA;21.32;0.49;579;12.50;57.90;44.65;0.37;1.78;3.72;44.24
28;2;BRISONr_23;2020;KAD;HN_WF;B1;298;NA;223;267;83.00;111.78;NA;NA;22.52;0.62;746;12.60;56.40;54.20;0.38;1.75;4.17;45.34
28;3;BRISONr_194;2020;KAD;HN_WF;B1;298;NA;222;266;79.00;80.32;NA;NA;21.55;0.56;721;11.60;27.40;45.50;0.40;2.08;3.74;45.70
28;4;BRISONr_27;2020;KAD;HN_WF;B1;298;NA;223;265;81.00;102.97;NA;NA;24.41;0.54;683;13.30;59.90;49.45;0.36;2.08;3.74;45.70
28;5;BRISONr_130;2020;KAD;HN_WF;B1;298;NA;219;267;87.50;93.51;NA;NA;23.92;0.51;671;13.10;46.70;49.25;0.39;1.75;4.17;45.34
28;6;BRISONr_105;2020;KAD;HN_WF;B1;298;NA;228;264;78.00;106.92;NA;NA;22.04;0.59;796;11.90;44.00;48.20;0.40;2.00;4.17;43.16
28;7;BRISONr_129;2020;KAD;HN_WF;B1;298;NA;224;264;87.00;110.92;NA;NA;23.08;0.58;729;13.70;53.00;50.70;0.40;2.03;3.64;44.59
28;8;BRISONr_104;2020;KAD;HN_WF;B1;298;NA;224;263;69.50;106.81;NA;NA;22.71;0.57;667;13.10;53.80;52.70;0.38;2.00;4.17;43.16
28;9;BRISONr_205;2020;KAD;HN_WF;B1;298;NA;223;265;89.50;85.19;NA;NA;20.72;0.51;704;12.30;41.00;45.25;0.38;1.76;2.99;45.59
28;10;BRISONr_158;2020;KAD;HN_WF;B1;298;NA;220;259;86.50;84.05;NA;NA;22.6;0.53;592;13.30;55.90;51.25;0.32;2.03;3.64;44.59
28;11;BRISONr_148;2020;KAD;HN_WF;B1;298;NA;221;266;82.00;100.05;NA;NA;22.52;0.56;729;12.70;62.90;48.15;0.45;1.76;2.99;45.59
28;12;BRISONr_13;2020;KAD;HN_WF;B1;298;NA;221;266;80.50;111.57;NA;NA;21.96;0.65;813;11.90;31.80;51.80;0.42;2.25;3.57;42.88
28;13;BRISONr_14;2020;KAD;HN_WF;B1;298;NA;215;261;95.50;102.32;NA;NA;23.67;0.60;788;12.40;39.00;53.40;0.45;1.95;5.06;47.18
28;14;BRISONr_123;2020;KAD;HN_WF;B1;298;NA;225;261;87.50;99.24;NA;NA;25.57;0.57;708;11.70;43.30;50.25;0.45;1.95;5.06;47.18
28;15;BRISONr_142;2020;KAD;HN_WF;B1;298;NA;221;265;69.50;96.59;NA;NA;23.74;0.59;813;12.20;58.60;50.00;0.44;2.04;3.96;45.09
28;16;BRISONr_154;2020;KAD;HN_WF;B1;298;NA;221;265;89.50;98.43;NA;NA;20.12;0.59;800;14.70;73.10;53.70;0.42;2.25;3.57;42.88
28;17;BRISONr_126;2020;KAD;HN_WF;B1;298;NA;224;267;86.50;95.51;NA;NA;23.66;0.59;583;11.50;28.30;49.10;0.34;2.28;4.40;45.20
28;18;BRISONr_56;2020;KAD;HN_WF;B1;298;NA;221;263;82.00;101.57;NA;NA;23.08;0.63;750;11.80;53.60;51.90;0.36;1.81;4.26;44.13
28;19;BRISONr_42;2020;KAD;HN_WF;B1;298;NA;225;265;80.50;109.62;NA;NA;26.5;0.60;788;14.30;54.30;52.40;0.40;1.81;4.26;44.13
28;20;BRISONr_72;2020;KAD;HN_WF;B1;298;NA;224;264;95.50;100.81;NA;NA;23.86;0.60;721;12.20;40.40;51.80;0.39;2.04;3.96;45.09
28;21;BRISONr_33;2020;KAD;HN_WF;B1;298;NA;223;263;87.50;114.59;NA;NA;23.39;0.64;688;11.50;33.30;57.10;0.42;2.28;4.40;45.20
29;1;BRISONr_15;2020;KAD;HN_WF;B1;298;NA;213;266;73.00;105.68;NA;NA;22.92;0.58;608;12.50;42.30;45.65;0.40;1.82;3.61;43.89
29;2;BRISONr_185;2020;KAD;HN_WF;B1;298;NA;219;265;69.00;100.65;NA;NA;22.32;0.62;575;12.90;47.00;45.65;0.37;1.91;3.52;44.24
29;3;BRISONr_75;2020;KAD;HN_WF;B1;298;NA;224;259;85.00;99.30;NA;NA;22.17;0.54;708;12.10;40.50;51.80;0.35;1.82;3.95;45.16
29;4;BRISONr_22;2020;KAD;HN_WF;B1;298;NA;225;257;84.00;93.68;NA;NA;27.61;0.57;700;11.90;44.10;53.25;0.40;1.91;3.52;44.24
29;5;BRISONr_76;2020;KAD;HN_WF;B1;298;NA;223;266;91.00;84.49;NA;NA;21.52;0.52;758;11.20;32.40;50.35;0.37;1.82;3.95;45.16
29;6;BRISONr_71;2020;KAD;HN_WF;B1;298;NA;224;265;87.00;95.84;NA;NA;22.43;0.59;725;12.00;32.00;49.55;0.40;2.15;4.38;46.64
29;7;BRISONr_171;2020;KAD;HN_WF;B1;298;NA;223;264;112.00;92.81;NA;NA;23.55;0.50;933;11.30;21.90;45.85;0.37;1.88;4.34;44.39
29;8;BRISONr_8;2020;KAD;HN_WF;B1;298;NA;223;265;79.50;109.30;NA;NA;21.91;0.59;663;11.80;40.90;54.65;0.38;2.05;3.63;44.92
29;9;BRISONr_202;2020;KAD;HN_WF;B1;298;NA;224;265;81.00;110.38;NA;NA;20.57;0.56;675;12.70;44.30;55.95;0.40;1.88;4.34;44.39
