Row;Column;BRISONr;Year;Location;Treatment;Block;Sowing_date;Emergence_date;BBCH59;BBCH87;Plantheight;Seedyield;Seedyield_bio;Biomass_bio;TKW_plot;HI;Spike_number;Crude_protein;Sedimentation;SPAD;Straw_N;Flag_Leaf_Weight;Flag_Leaf_N;Flag_Leaf_C
27;27;BRISONr_156;2020;KAD;LN_WF;B2;298;NA;223;264;92.50;67.84;NA;NA;21.69;0.59;771;8.60;10.70;54.30;0.38;1.98;3.23;44.20
27;28;BRISONr_120;2020;KAD;LN_WF;B2;298;NA;223;265;63.00;78.11;NA;NA;20.42;0.61;525;9.40;15.70;40.30;0.36;2.01;2.83;43.13
27;29;BRISONr_23;2020;KAD;LN_WF;B2;298;NA;221;259;66.00;76.38;NA;NA;24.97;0.59;550;9.70;10.40;52.80;0.35;2.01;2.83;43.13
27;30;BRISONr_26;2020;KAD;LN_WF;B2;298;NA;224;265;76.00;47.03;NA;NA;23.85;0.56;633;9.70;11.00;47.55;0.39;2.01;2.83;43.13
27;31;BRISONr_197;2020;KAD;LN_WF;B2;298;NA;217;263;48.50;78.38;NA;NA;24.8;0.58;404;8.90;15.40;42.75;0.33;2.15;3.54;45.57
27;32;BRISONr_73;2020;KAD;LN_WF;B2;298;NA;224;265;68.50;71.35;NA;NA;20.9;0.57;571;9.20;8.70;49.80;0.35;2.15;3.54;45.57
27;33;BRISONr_213;2020;KAD;LN_WF;B2;298;NA;224;263;76.00;77.35;NA;NA;20.9;0.58;633;9.70;14.90;45.25;0.38;1.72;3.92;45.65
27;34;BRISONr_141;2020;KAD;LN_WF;B2;298;NA;225;266;83.50;52.05;NA;NA;25.42;0.59;696;9.60;12.20;50.35;0.37;1.72;3.92;45.65
27;35;BRISONr_170;2020;KAD;LN_WF;B2;298;NA;221;265;63.00;70.65;NA;NA;22.07;0.62;525;10.70;16.80;43.25;0.36;2.27;3.78;47.04
27;36;BRISONr_51;2020;KAD;LN_WF;B2;298;NA;214;266;63.50;61.78;NA;NA;22.67;0.71;529;8.60;16.20;54.50;0.43;2.27;3.78;47.04
27;37;BRISONr_186;2020;KAD;LN_WF;B2;298;NA;222;264;53.00;48.22;NA;NA;20.45;0.58;442;9.20;19.60;46.90;0.39;2.08;3.50;46.76
27;38;BRISONr_194;2020;KAD;LN_WF;B2;298;NA;221;265;53.50;78.54;NA;NA;22.75;0.66;446;8.40;19.50;44.45;0.41;2.08;3.50;46.76
27;39;BRISONr_40;2020;KAD;LN_WF;B2;298;NA;221;265;69.00;82.54;NA;NA;20.96;0.61;575;8.60;10.80;54.70;0.43;2.11;3.83;45.71
27;40;BRISONr_47;2020;KAD;LN_WF;B2;298;NA;221;265;68.50;76.27;NA;NA;24.77;0.60;571;9.80;20.30;60.25;0.40;2.11;3.83;45.71
27;41;BRISONr_224;2020;KAD;LN_WF;B2;298;NA;216;266;64.50;75.46;NA;NA;19.33;0.55;538;9.30;10.60;56.05;0.38;1.96;4.22;45.22
27;42;BRISONr_99;2020;KAD;LN_WF;B2;298;NA;216;264;77.50;81.51;NA;NA;22.61;0.56;646;8.60;16.90;49.95;0.35;1.96;4.22;45.22
28;22;BRISONr_129;2020;KAD;LN_WF;B2;298;NA;221;265;78.00;84.22;NA;NA;24.73;0.53;650;8.70;12.70;46.65;0.39;1.93;5.04;45.93
28;23;BRISONr_49;2020;KAD;LN_WF;B2;298;NA;217;265;80.50;84.86;NA;NA;23.86;0.57;671;8.80;13.10;48.85;0.39;1.93;5.04;45.93
28;24;BRISONr_95;2020;KAD;LN_WF;B2;298;NA;220;266;80.50;91.03;NA;NA;22.12;0.57;671;9.00;11.50;49.50;0.42;1.93;5.04;45.93
28;25;BRISONr_92;2020;KAD;LN_WF;B2;298;NA;222;265;86.50;87.78;NA;NA;22.1;0.53;721;8.60;14.50;44.90;0.33;1.96;3.61;44.77
28;26;BRISONr_116;2020;KAD;LN_WF;B2;298;NA;224;266;83.00;81.03;NA;NA;23.54;0.56;692;9.10;15.60;58.80;0.36;1.96;3.61;44.77
28;27;BRISONr_87;2020;KAD;LN_WF;B2;298;NA;221;264;81.50;68.11;NA;NA;23.94;0.60;679;9.90;17.60;49.60;0.38;1.95;3.29;45.98
28;28;BRISONr_100;2020;KAD;LN_WF;B2;298;NA;221;266;64.50;75.35;NA;NA;20.64;0.60;538;9.60;12.70;51.85;0.40;1.95;3.29;45.98
28;29;BRISONr_115;2020;KAD;LN_WF;B2;298;NA;225;264;73.50;72.70;NA;NA;22.27;0.56;613;9.10;8.70;46.40;0.37;1.89;3.11;44.64
28;30;BRISONr_70;2020;KAD;LN_WF;B2;298;NA;222;265;72.50;70.05;NA;NA;21.77;0.53;604;9.10;15.90;48.45;0.41;1.89;3.11;44.64
28;31;BRISONr_110;2020;KAD;LN_WF;B2;298;NA;224;264;75.00;76.27;NA;NA;21.91;0.59;625;8.90;7.80;47.80;0.35;1.89;3.11;44.64
28;32;BRISONr_15;2020;KAD;LN_WF;B2;298;NA;224;268;63.50;76.76;NA;NA;24.6;0.63;529;9.00;5.00;47.45;0.37;1.75;3.68;45.03
28;33;BRISONr_56;2020;KAD;LN_WF;B2;298;NA;222;264;70.00;76.00;NA;NA;23.83;0.59;583;9.30;3.10;49.85;0.42;1.75;3.68;45.03
28;34;BRISONr_65;2020;KAD;LN_WF;B2;298;NA;225;264;63.50;69.68;NA;NA;21.64;0.57;529;9.30;12.00;50.95;0.41;1.75;3.68;45.03
28;35;BRISONr_64;2020;KAD;LN_WF;B2;298;NA;224;265;67.50;72.43;NA;NA;20.52;0.61;563;9.80;9.60;52.90;0.41;1.74;3.28;42.98
28;36;BRISONr_88;2020;KAD;LN_WF;B2;298;NA;217;266;72.00;61.78;NA;NA;25.68;0.57;600;9.40;17.70;47.05;0.39;1.74;3.28;42.98
28;37;BRISONr_198;2020;KAD;LN_WF;B2;298;NA;221;263;75.00;66.49;NA;NA;21.56;0.58;625;9.20;11.50;42.35;0.42;1.74;3.28;42.98
28;38;BRISONr_225;2020;KAD;LN_WF;B2;298;NA;219;265;72.00;66.00;NA;NA;23.34;0.58;600;10.00;15.30;47.30;0.38;2.22;3.37;44.20
28;39;BRISONr_133;2020;KAD;LN_WF;B2;298;NA;225;265;83.50;74.54;NA;NA;21.86;0.56;696;8.80;10.10;47.10;0.41;2.22;3.37;44.20
28;40;BRISONr_112;2020;KAD;LN_WF;B2;298;NA;225;266;76.50;76.92;NA;NA;21.57;0.57;638;9.80;10.30;45.60;0.41;2.02;3.44;45.98
28;41;BRISONr_93;2020;KAD;LN_WF;B2;298;NA;222;265;77.00;80.81;NA;NA;19.34;0.60;642;8.90;14.50;50.10;0.40;2.02;3.13;42.27
28;42;BRISONr_52;2020;KAD;LN_WF;B2;298;NA;222;264;75.50;77.95;NA;NA;24.81;0.57;629;9.00;21.90;54.05;0.42;2.02;3.44;45.98
29;22;BRISONr_149;2020;KAD;LN_WF;B2;298;NA;221;263;79.00;67.89;NA;NA;22.47;0.39;658;10.30;10.20;47.50;0.36;2.02;3.13;42.27
29;23;BRISONr_173;2020;KAD;LN_WF;B2;298;NA;225;263;108.50;76.43;NA;NA;22.04;0.50;904;9.10;14.90;49.90;0.43;2.02;3.13;42.27
29;24;BRISONr_161;2020;KAD;LN_WF;B2;298;NA;226;263;80.00;91.46;NA;NA;21.02;0.57;667;9.60;18.90;50.40;0.39;2.18;2.93;45.03
29;25;BRISONr_105;2020;KAD;LN_WF;B2;298;NA;222;260;76.00;93.95;NA;NA;18.48;0.50;633;8.70;9.80;49.25;0.36;2.18;2.93;45.03
29;26;BRISONr_148;2020;KAD;LN_WF;B2;298;NA;221;262;86.00;83.84;NA;NA;23.21;0.53;717;9.30;13.90;52.35;0.38;1.99;3.70;47.48
29;27;BRISONr_59;2020;KAD;LN_WF;B2;298;NA;223;265;78.00;78.27;NA;NA;19.5;0.56;650;9.50;13.40;57.55;0.34;1.99;3.70;47.48
29;28;BRISONr_18;2020;KAD;LN_WF;B2;298;NA;224;264;72.00;87.03;NA;NA;23.34;0.60;600;9.50;17.20;51.85;0.39;2.01;3.44;44.97
29;29;BRISONr_54;2020;KAD;LN_WF;B2;298;NA;220;266;74.00;49.89;NA;NA;20.57;0.50;617;9.20;18.80;48.90;0.39;2.15;3.24;44.18
29;30;BRISONr_184;2020;KAD;LN_WF;B2;298;NA;225;263;64.50;78.92;NA;NA;22.96;0.57;538;9.40;19.10;49.15;0.36;2.15;3.24;44.18
29;31;BRISONr_21;2020;KAD;LN_WF;B2;298;NA;225;266;65.50;75.95;NA;NA;25.62;0.60;546;9.50;13.00;53.60;0.39;2.15;3.24;44.18
29;32;BRISONr_71;2020;KAD;LN_WF;B2;298;NA;221;263;67.50;76.65;NA;NA;23.31;0.59;563;8.90;17.50;50.25;0.42;1.94;1.96;50.42
29;33;BRISONr_46;2020;KAD;LN_WF;B2;298;NA;220;265;70.50;76.92;NA;NA;23.69;0.59;588;9.70;18.70;47.65;0.40;1.94;1.96;50.42
29;34;BRISONr_35;2020;KAD;LN_WF;B2;298;NA;223;266;74.00;63.14;NA;NA;22.8;0.60;617;8.40;9.30;55.75;0.34;1.90;3.28;45.48
29;35;BRISONr_181;2020;KAD;LN_WF;B2;298;NA;221;267;61.50;63.68;NA;NA;22.9;0.51;513;9.30;19.90;41.40;0.39;1.89;3.47;45.27
29;36;BRISONr_158;2020;KAD;LN_WF;B2;298;NA;222;265;84.00;64.49;NA;NA;23.44;0.60;700;9.00;12.50;45.15;0.39;1.89;3.47;45.27
29;37;BRISONr_3;2020;KAD;LN_WF;B2;298;NA;223;266;65.00;73.30;NA;NA;25.9;0.61;542;9.00;6.30;54.45;0.42;1.95;3.27;43.38
29;38;BRISONr_12;2020;KAD;LN_WF;B2;298;NA;217;266;59.50;74.92;NA;NA;22.91;0.64;496;9.90;22.60;53.85;0.42;1.95;3.27;43.38
29;39;BRISONr_111;2020;KAD;LN_WF;B2;298;NA;223;264;62.50;75.89;NA;NA;22.27;0.55;521;10.00;20.10;49.60;0.36;1.95;3.27;43.38
29;40;BRISONr_221;2020;KAD;LN_WF;B2;298;NA;223;265;77.00;79.30;NA;NA;22.74;0.60;642;9.90;19.20;51.10;0.41;1.95;3.27;43.38
29;41;BRISONr_6;2020;KAD;LN_WF;B2;298;NA;222;267;63.00;64.54;NA;NA;24.81;0.48;525;8.30;12.40;48.90;0.41;1.95;3.27;43.38
29;42;BRISONr_171;2020;KAD;LN_WF;B2;298;NA;222;266;97.00;76.05;NA;NA;25.39;0.54;808;9.60;21.30;50.75;0.38;1.95;3.27;43.38
30;22;BRISONr_146;2020;KAD;LN_WF;B2;298;NA;215;262;95.00;83.08;NA;NA;21.71;0.53;792;9.80;19.10;45.65;0.43;1.88;4.15;46.88
30;23;BRISONr_5;2020;KAD;LN_WF;B2;298;NA;222;266;76.50;55.14;NA;NA;21.7;0.44;638;9.20;12.40;51.20;0.41;1.88;4.15;46.88
30;24;BRISONr_206;2020;KAD;LN_WF;B2;298;NA;225;263;78.00;87.84;NA;NA;24.31;0.50;650;9.10;18.90;48.90;0.41;2.24;2.88;45.08
30;25;BRISONr_32;2020;KAD;LN_WF;B2;298;NA;220;264;76.00;81.30;NA;NA;21.92;0.43;633;10.50;11.90;49.10;0.38;2.24;2.88;45.08
30;26;BRISONr_167;2020;KAD;LN_WF;B2;298;NA;220;264;108.00;83.89;NA;NA;23.55;0.52;900;9.60;12.20;51.45;0.33;2.20;2.89;44.40
30;27;BRISONr_85;2020;KAD;LN_WF;B2;298;NA;224;260;83.50;72.38;NA;NA;23.38;0.48;696;9.20;12.20;52.50;0.37;2.20;2.89;44.40
30;28;BRISONr_127;2020;KAD;LN_WF;B2;298;NA;225;263;83.50;83.35;NA;NA;23.44;0.51;696;9.60;20.50;46.55;0.37;2.13;3.98;47.66
30;29;BRISONr_34;2020;KAD;LN_WF;B2;298;NA;221;264;79.50;74.65;NA;NA;17.48;0.53;663;9.10;16.10;51.90;0.36;2.13;3.98;47.66
30;30;BRISONr_126;2020;KAD;LN_WF;B2;298;NA;221;264;75.00;75.08;NA;NA;22.45;0.63;625;9.40;20.10;47.05;0.39;1.97;4.59;48.52
30;31;BRISONr_191;2020;KAD;LN_WF;B2;298;NA;222;264;68.00;81.57;NA;NA;24.08;0.61;567;9.10;17.20;41.55;0.36;1.97;4.59;48.52
30;32;BRISONr_125;2020;KAD;LN_WF;B2;298;NA;229;264;76.00;75.30;NA;NA;21.76;0.58;633;9.40;18.30;47.80;0.38;2.15;0.90;42.64
30;33;BRISONr_107;2020;KAD;LN_WF;B2;298;NA;222;266;74.00;72.49;NA;NA;22.77;0.57;617;9.00;6.90;46.50;0.43;2.15;0.90;42.64
30;34;BRISONr_145;2020;KAD;LN_WF;B2;298;NA;221;266;73.50;73.68;NA;NA;22.16;0.56;613;9.50;12.50;50.15;0.39;2.15;0.90;42.64
30;35;BRISONr_62;2020;KAD;LN_WF;B2;298;NA;221;264;76.50;65.46;NA;NA;21.45;0.58;638;9.20;12.00;53.90;0.36;2.19;1.45;42.53
30;36;BRISONr_109;2020;KAD;LN_WF;B2;298;NA;220;265;64.50;71.62;NA;NA;24.36;0.61;538;9.70;23.00;50.35;0.34;2.19;1.45;42.53
30;37;BRISONr_30;2020;KAD;LN_WF;B2;298;NA;219;264;71.50;64.49;NA;NA;23.13;0.57;596;9.70;12.00;51.15;0.43;2.19;1.45;42.53
30;38;BRISONr_69;2020;KAD;LN_WF;B2;298;NA;216;266;68.50;71.68;NA;NA;24.47;0.59;571;9.70;14.30;45.25;0.41;2.00;1.85;42.37
30;39;BRISONr_147;2020;KAD;LN_WF;B2;298;NA;224;266;78.50;79.68;NA;NA;24.65;0.57;654;9.10;9.70;46.60;0.40;2.00;1.85;42.37
30;40;BRISONr_14;2020;KAD;LN_WF;B2;298;NA;224;266;67.50;78.32;NA;NA;26.78;0.63;563;9.20;16.60;57.35;0.35;2.00;1.85;42.37
30;41;BRISONr_84;2020;KAD;LN_WF;B2;298;NA;221;266;71.50;81.46;NA;NA;24.71;0.56;596;9.20;12.20;55.20;0.35;2.02;0.78;41.88
30;42;BRISONr_61;2020;KAD;LN_WF;B2;298;NA;222;267;83.50;79.19;NA;NA;21.18;0.54;696;8.60;17.90;51.65;0.35;2.02;0.78;41.88
31;22;BRISONr_36;2020;KAD;LN_WF;B2;298;NA;218;264;78.00;88.22;NA;NA;21.58;0.55;650;9.40;17.60;53.00;0.39;2.02;0.78;41.88
31;23;BRISONr_123;2020;KAD;LN_WF;B2;298;NA;224;263;86.00;37.03;NA;NA;24.24;0.44;717;9.80;11.70;52.55;0.39;2.03;0.69;42.66
31;24;BRISONr_187;2020;KAD;LN_WF;B2;298;NA;228;259;63.50;91.73;NA;NA;22.59;0.61;529;9.50;12.40;41.40;0.44;2.03;0.69;42.66
31;25;BRISONr_4;2020;KAD;LN_WF;B2;298;NA;218;261;74.50;98.16;NA;NA;21.34;0.53;621;8.80;4.30;56.90;0.38;2.03;0.69;42.66
31;26;BRISONr_86;2020;KAD;LN_WF;B2;298;NA;219;262;89.50;73.24;NA;NA;20.54;0.53;746;9.00;15.50;51.20;0.38;1.90;0.83;40.91
31;27;BRISONr_153;2020;KAD;LN_WF;B2;298;NA;223;266;88.50;83.30;NA;NA;25.82;0.54;738;9.60;17.20;46.75;0.35;1.90;0.83;40.91
31;28;BRISONr_22;2020;KAD;LN_WF;B2;298;NA;225;265;73.50;82.38;NA;NA;23.59;0.54;613;9.50;15.10;55.80;0.37;1.90;0.83;40.91
31;29;BRISONr_10;2020;KAD;LN_WF;B2;298;NA;222;264;73.50;68.97;NA;NA;24.67;0.51;613;9.60;15.50;46.50;0.39;2.03;3.21;44.13
31;30;BRISONr_119;2020;KAD;LN_WF;B2;298;NA;220;263;75.50;64.97;NA;NA;20.57;0.60;629;8.40;12.00;55.15;0.42;2.03;3.21;44.13
31;31;BRISONr_118;2020;KAD;LN_WF;B2;298;NA;221;264;71.50;74.81;NA;NA;21.34;0.59;596;8.80;11.10;50.20;0.39;2.03;3.21;44.13
31;32;BRISONr_33;2020;KAD;LN_WF;B2;298;NA;225;264;64.00;78.32;NA;NA;24.86;0.60;533;8.80;12.50;56.00;0.40;2.12;1.96;45.23
31;33;BRISONr_94;2020;KAD;LN_WF;B2;298;NA;225;268;73.00;73.73;NA;NA;22.98;0.54;608;9.40;17.80;47.85;0.40;2.12;1.96;45.23
31;34;BRISONr_98;2020;KAD;LN_WF;B2;298;NA;223;263;79.50;73.24;NA;NA;22.51;0.51;663;9.30;8.30;49.65;0.35;2.12;1.96;45.23
31;35;BRISONr_210;2020;KAD;LN_WF;B2;298;NA;219;263;57.50;44.11;NA;NA;19.86;0.52;479;9.20;18.20;46.80;0.41;1.74;2.29;43.43
31;36;BRISONr_162;2020;KAD;LN_WF;B2;298;NA;222;261;79.50;69.57;NA;NA;22.92;0.53;663;9.20;8.20;43.35;0.41;1.74;2.29;43.43
31;37;BRISONr_90;2020;KAD;LN_WF;B2;298;NA;220;262;68.00;69.95;NA;NA;21.35;0.54;567;8.70;14.20;46.50;0.37;1.74;2.29;43.43
31;38;BRISONr_37;2020;KAD;LN_WF;B2;298;NA;220;263;62.50;67.24;NA;NA;24.24;0.57;521;9.30;19.70;47.95;0.35;1.83;2.30;44.10
31;39;BRISONr_41;2020;KAD;LN_WF;B2;298;NA;221;265;70.00;77.89;NA;NA;19.34;0.62;583;8.80;7.40;47.70;0.40;1.83;2.30;44.10
31;40;BRISONr_16;2020;KAD;LN_WF;B2;298;NA;221;268;70.00;76.65;NA;NA;22.61;0.55;583;10.40;23.60;51.85;0.34;1.83;2.30;44.10
31;41;BRISONr_72;2020;KAD;LN_WF;B2;298;NA;225;268;75.50;73.03;NA;NA;24.42;0.58;629;8.80;17.30;53.15;0.40;0.70;10.31;71.25
31;42;BRISONr_124;2020;KAD;LN_WF;B2;298;NA;224;266;76.50;80.27;NA;NA;24.71;0.56;638;9.30;16.80;46.25;0.34;1.01;10.55;71.90
32;22;BRISONr_132;2020;KAD;LN_WF;B2;298;NA;223;266;78.50;73.73;NA;NA;22.27;0.57;654;8.80;13.60;45.40;0.41;0.76;10.46;72.07
32;23;BRISONr_223;2020;KAD;LN_WF;B2;298;NA;224;263;77.50;86.81;NA;NA;21.72;0.57;646;9.30;14.20;49.65;0.45;1.28;10.30;70.37
32;24;BRISONr_222;2020;KAD;LN_WF;B2;298;NA;215;264;71.00;91.24;NA;NA;23.33;0.58;592;9.10;12.30;47.45;0.40;1.27;10.39;70.75
32;25;BRISONr_131;2020;KAD;LN_WF;B2;298;NA;225;266;81.00;75.19;NA;NA;24.47;0.50;675;9.30;20.20;48.20;0.37;0.88;10.45;71.98
32;26;BRISONr_13;2020;KAD;LN_WF;B2;298;NA;224;264;76.50;101.35;NA;NA;20.56;0.58;638;8.70;14.70;51.65;0.40;0.88;10.43;72.05
32;27;BRISONr_192;2020;KAD;LN_WF;B2;298;NA;219;268;75.00;67.14;NA;NA;22.75;0.45;625;9.30;19.20;44.75;0.37;0.87;10.07;69.45
32;28;BRISONr_76;2020;KAD;LN_WF;B2;298;NA;226;266;84.50;69.73;NA;NA;21.4;0.47;704;9.30;16.10;55.35;0.44;0.79;9.84;67.94
32;29;BRISONr_160;2020;KAD;LN_WF;B2;298;NA;228;265;78.50;75.62;NA;NA;21.78;0.52;654;9.40;15.50;54.75;0.34;0.79;10.51;72.54
32;30;BRISONr_168;2020;KAD;LN_WF;B2;298;NA;215;265;94.50;70.59;NA;NA;24.59;0.45;788;9.20;18.10;54.20;0.36;0.85;10.22;70.26
32;31;BRISONr_180;2020;KAD;LN_WF;B2;298;NA;223;266;68.50;56.97;NA;NA;23.62;0.49;571;10.10;11.50;53.60;0.37;0.89;10.36;70.98
32;32;BRISONr_155;2020;KAD;LN_WF;B2;298;NA;223;266;70.50;67.84;NA;NA;21.77;0.52;588;8.60;15.30;46.75;0.40;1.25;10.40;71.09
32;33;BRISONr_163;2020;KAD;LN_WF;B2;298;NA;224;266;83.00;72.38;NA;NA;21.44;0.49;692;9.60;6.30;46.90;0.37;1.21;10.29;70.61
32;34;BRISONr_103;2020;KAD;LN_WF;B2;298;NA;223;263;74.50;77.14;NA;NA;24.8;0.55;621;9.40;14.20;49.35;0.40;0.89;10.36;71.80
32;35;BRISONr_164;2020;KAD;LN_WF;B2;298;NA;221;265;77.00;65.73;NA;NA;21.47;0.55;642;9.70;19.30;46.95;0.39;0.89;10.20;70.31
32;36;BRISONr_20;2020;KAD;LN_WF;B2;298;NA;223;264;59.50;64.32;NA;NA;23.32;0.58;496;9.40;18.10;49.95;0.39;0.99;10.24;70.17
32;37;BRISONr_117;2020;KAD;LN_WF;B2;298;NA;224;264;86.00;75.84;NA;NA;20.96;0.52;717;9.00;16.20;46.25;0.36;1.03;10.42;71.33
32;38;BRISONr_102;2020;KAD;LN_WF;B2;298;NA;217;263;79.50;73.89;NA;NA;17.48;0.51;663;9.20;19.30;46.50;0.44;1.11;10.37;71.00
32;39;BRISONr_142;2020;KAD;LN_WF;B2;298;NA;216;266;83.50;73.95;NA;NA;22.45;0.58;696;9.60;12.70;49.00;0.41;0.89;10.32;70.88
33;22;BRISONr_57;2020;KAD;LN_WF;B2;298;NA;224;265;75.00;68.81;NA;NA;22.16;0.47;625;8.50;13.20;47.50;0.42;1.01;10.46;71.52
33;23;BRISONr_80;2020;KAD;LN_WF;B2;298;NA;225;265;81.50;83.78;NA;NA;21.45;0.52;679;9.00;21.00;47.15;0.37;0.88;10.14;69.86
33;24;BRISONr_60;2020;KAD;LN_WF;B2;298;NA;224;264;72.00;79.95;NA;NA;24.36;0.60;600;9.70;13.80;49.10;0.39;0.84;10.18;70.04
33;25;BRISONr_113;2020;KAD;LN_WF;B2;298;NA;224;263;72.00;81.78;NA;NA;23.13;0.60;600;9.00;12.10;49.90;0.35;1.19;10.38;71.84
33;26;BRISONr_139;2020;KAD;LN_WF;B2;298;NA;225;264;88.00;81.24;NA;NA;24.47;0.52;733;9.30;7.80;55.95;0.38;0.86;10.27;70.84
33;27;BRISONr_77;2020;KAD;LN_WF;B2;298;NA;217;266;79.50;71.57;NA;NA;24.65;0.52;663;9.10;9.80;50.70;0.34;1.04;10.38;71.41
33;28;BRISONr_48;2020;KAD;LN_WF;B2;298;NA;223;262;73.00;84.16;NA;NA;26.78;0.52;608;9.20;16.10;48.25;0.39;1.06;10.39;71.34
33;29;BRISONr_201;2020;KAD;LN_WF;B2;298;NA;216;266;69.50;72.70;NA;NA;24.71;0.55;579;9.80;16.70;50.30;0.39;1.03;3.93;45.40
33;30;BRISONr_43;2020;KAD;LN_WF;B2;298;NA;225;266;72.00;80.76;NA;NA;21.18;0.52;600;8.70;7.40;49.45;0.34;0.76;3.44;45.98
33;31;BRISONr_9;2020;KAD;LN_WF;B2;298;NA;224;263;65.50;70.16;NA;NA;21.58;0.53;546;8.80;15.30;55.35;0.37;0.85;3.23;44.72
33;32;BRISONr_122;2020;KAD;LN_WF;B2;298;NA;224;262;72.00;72.05;NA;NA;24.24;0.57;600;8.80;17.10;54.50;0.36;0.76;4.10;43.86
33;33;BRISONr_134;2020;KAD;LN_WF;B2;298;NA;220;265;72.50;72.22;NA;NA;22.59;0.55;604;8.40;12.80;54.30;0.39;0.84;10.26;70.73
33;34;BRISONr_1;2020;KAD;LN_WF;B2;298;NA;224;265;70.50;77.78;NA;NA;21.34;0.53;588;8.90;15.00;47.45;0.38;0.91;10.31;70.87
33;35;BRISONr_114;2020;KAD;LN_WF;B2;298;NA;219;266;80.00;69.62;NA;NA;20.54;0.51;667;9.90;11.10;44.40;0.41;0.91;10.32;71.16
