"Parameter","Environment","Ab_BP","Ab_BPsd","Ab_BPCIl","Ab_BPCIu","v1970","v2010","p","R2"
"BBCH87","2016/QLB/HN_WF_RF",0.00271861622468494,0.00344087326760323,-0.0048546947750658,0.0102919272244357,190.208402536908,190.317147185896,0,0.05
"BBCH87","2016/QLB/LN_WF_RF",-0.000332729666476756,0.00575373584519695,-0.0129966168768426,0.0123311575438891,189.479992208847,189.466683022188,0,0
"BBCH87","2017/KAL/HN_NF_RF",-0.00493058269588261,0.00234831938176831,-0.00956435888240415,-0.000296806509361078,189.745497604135,189.5482742963,0,0.02
"BBCH87","2017/KAL/HN_WF_RF",-0.00795748923491951,0.00253335361087599,-0.0129563806656396,-0.00295859780419942,190.896516669462,190.578217100065,0,0.05
"BBCH87","2017/KIE/HN_NF_RF",-0.0576981714425805,0.00975349980211805,-0.0791654797659991,-0.0362308631191619,205.23275277706,202.924825919356,0,0.76
"BBCH87","2017/KIE/HN_WF_RF",0.0231148247087992,0.0132625844636543,-0.00607592688016587,0.0523055762977643,204.110416263861,205.035009252213,1e-04,0.22
"BBCH87","2017/QLB/HN_NF_RF",0.0517762952911704,0.00889829074483386,0.0321912894116102,0.0713613011707305,191.47164681732,193.542698628967,4e-04,0.75
"BBCH87","2017/QLB/HN_WF_RF",0.0289959051361444,0.00740157714788111,0.0127051436723846,0.0452866665999041,194.24010179889,195.399938004336,0,0.58
"BBCH87","2017/QLB/LN_WF_RF",-0.0107781009649862,0.00828246271948535,-0.0290076784995857,0.00745147656961329,192.282211262503,191.851087223903,0,0.13
"BBCH87","2018/KAL/HN_WF_RF",0.0153865732086312,0.00373264631886184,0.00801948112145656,0.0227536652958058,188.270476370048,188.885939298393,0,0.09
"BBCH87","2018/KAL/LN_WF_RF",0.0052215373470161,0.00340087306020594,-0.0014907366996094,0.0119338113936416,186.297893980835,186.506755474716,0,0.01
"BBCH87","2019/HAN/HN_NF_RF",0.0243050302073985,0.00665507023479902,0.0107319249768134,0.0378781354379836,195.88182464003,196.854025848326,0,0.3
"BBCH87","2019/HAN/HN_WF_RF",-0.0259679313008763,0.00950781922531785,-0.0453592564568183,-0.00657660614493423,196.522962721167,195.484245469132,0,0.19
"BBCH87","2019/HAN/LN_WF_RF",0.0173213375688293,0.00566271265042945,0.00577215897519939,0.0288705161624592,194.077456103494,194.770309606247,0,0.23
"BBCH87","2019/KAL/HN_WF_RF",0.0092641828270759,0.00418157207523717,0.00101104981745728,0.0175173158366945,198.633569373484,199.004136686567,0,0.03
"BBCH87","2019/KAL/LN_WF_RF",-0.000220118419494662,0.00285151052348763,-0.00584812033007655,0.00540788349108723,201.487026232408,201.478221495628,0,0
"BBCH87","2020/KAL/HN_WF_RF",0.00181747972206762,0.00249225202641598,-0.00310145676818432,0.00673641621231956,198.069369438691,198.142068627574,0,0
"BBCH87","2020/KAL/LN_WF_RF",-0.00591214142440815,0.00374034901544551,-0.013294436257893,0.0014701534090767,199.041539230258,198.805053573282,0,0.01
"Biomass","2015/GGE/HN_WF_RF",0.110620307379477,0.0176924258690876,0.0757090673196844,0.145531547439269,106.837112578865,111.261924874044,0.002,0.18
"Biomass","2015/HAN/HN_NF_RF",0.842884044525088,0.0552578139190271,0.733847622884512,0.951920466165664,137.402565753858,171.117927534861,0,0.56
