Date;Location;Temperature.Air.Mean_C;Precipitation_mm_d;Relative.Air.Humidity_percent;Global.Radiation_MJ_m2_d;Wind.Speed_m_s;Temperature.Air.Min_C;Temperature.Air.Max_C
2014-05-18;KAL;15,2;2,0;68,1;25,40;1,4;6,6;23,1
2014-05-19;KAL;18,0;0,0;59,8;25,81;2,3;9,3;26,0
2014-05-20;KAL;20,1;2,0;56,1;21,87;2,3;11,8;27,7
2014-05-21;KAL;20,8;0,0;57,7;15,14;2,3;14,1;26,0
2014-05-22;KAL;19,0;4,0;65,4;18,43;3,1;13,1;26,6
2014-05-23;KAL;15,4;2,8;81,1;16,82;2,1;11,0;20,8
2014-05-24;KAL;14,3;0,0;71,2;15,92;3,0;8,7;19,2
2014-05-25;KAL;15,7;0,4;62,3;23,67;1,7;6,4;23,2
2014-05-26;KAL;16,0;5,9;78,6;11,94;1,9;11,5;20,9
2014-05-27;KAL;14,9;0,1;92,4;6,00;2,1;12,8;17,3
2014-05-28;KAL;14,2;2,0;80,3;6,02;2,0;10,5;17,2
2014-05-29;KAL;12,9;0,1;87,0;8,68;2,2;9,4;16,7
2014-05-30;KAL;12,0;2,0;68,9;22,50;2,9;5,8;16,8
2014-05-31;KAL;13,6;2,0;64,9;25,12;1,7;4,4;21,1
2014-06-01;KAL;13,9;1,5;65,7;22,92;2,5;8,3;19,6
2014-06-02;KAL;15,1;1,5;60,7;25,37;1,6;6,9;22,2
2014-06-03;KAL;15,4;1,5;69,3;19,47;1,6;8,2;23,6
2014-06-04;KAL;15,0;2,4;77,9;13,85;2,7;8,5;20,1
2014-06-05;KAL;13,1;1,5;67,3;23,13;3,8;6,2;18,8
2014-06-06;KAL;17,4;1,5;57,8;28,78;2,1;6,2;26,9
2014-06-07;KAL;22,8;1,5;55,6;24,12;2,2;12,7;31,2
2014-06-08;KAL;23,3;0,0;67,8;27,45;2,4;16,2;29,4
2014-06-09;KAL;23,7;0,1;70,8;26,32;2,7;16,1;32,2
2014-06-10;KAL;23,0;4,3;67,7;22,80;2,7;15,1;32,6
2014-06-11;KAL;18,9;2,6;75,5;20,59;3,3;13,8;23,2
2014-06-12;KAL;17,9;1,5;64,3;28,38;2,8;11,7;23,9
2014-06-13;KAL;17,5;0,1;65,6;24,65;2,8;9,8;23,1
2014-06-14;KAL;15,7;1,5;66,8;15,06;3,1;12,2;19,2
2014-06-15;KAL;16,2;1,5;66,1;20,37;3,1;11,0;21,9
2014-06-16;KAL;14,4;0,0;75,4;11,10;3,3;11,3;18,0
2014-06-17;KAL;15,4;1,5;74,6;14,28;3,0;10,9;20,2
2014-06-18;KAL;16,5;1,5;70,4;22,28;3,3;12,0;22,5
2014-06-19;KAL;14,4;0,7;78,3;9,74;3,0;11,0;18,6
2014-06-20;KAL;14,3;0,5;72,9;12,15;3,5;11,3;18,5
2014-06-21;KAL;15,0;1,5;67,8;17,69;2,3;9,8;21,0
2014-06-22;KAL;16,0;1,5;63,8;20,54;2,6;9,4;22,0
2014-06-23;KAL;15,5;1,5;64,1;27,98;2,4;8,0;21,9
